"Region";"Species";"speciesKey";"Realm";"Source";"FirstRecord"
"North Sea";"Rapana venosa";4363583;"marine";"CABI ISC";2005
"North Sea";"Hemigrapsus takanoi";4382841;"marine";"CABI ISC";1993
"South European Atlantic Shelf";"Hemigrapsus takanoi";4382841;"marine";"CABI ISC";1993
"Carolinian";"Bugula neritina";4984851;"marine";"CABI ISC";1904
"Floridian";"Bugula neritina";4984851;"marine";"CABI ISC";1904
"North Sea";"Bugula neritina";4984851;"marine";"CABI ISC";1900
"Northern Gulf of Mexico";"Bugula neritina";4984851;"marine";"CABI ISC";1904
"South European Atlantic Shelf";"Bugula neritina";4984851;"marine";"CABI ISC";1900
"Southeastern Brazil";"Bugula neritina";4984851;"marine";"CABI ISC";1937
"Northern California";"Caprella mutica";5178057;"marine";"CABI ISC";1973
"Bassian";"Asterias amurensis";5187508;"marine";"CABI ISC";1986
"North Sea";"Homarus americanus";5972004;"marine";"CABI ISC";2008
"North Sea";"Amphibalanus improvisus";6467647;"marine";"CABI ISC";1827
"Bassian";"Arcuatula senhousia";6531311;"marine";"CABI ISC";1995
"Northeastern New Zealand";"Arcuatula senhousia";6531311;"marine";"CABI ISC";1978
"Northern Gulf of Mexico";"Penaeus monodon";8406925;"marine";"CABI ISC";1976
"Hawaii";"Stenothoe valida";2216577;"marine";"Carlton & Eldrege (2009)";1924
"Hawaii";"Lutjanus fulvus";2385096;"marine";"Carlton & Eldrege (2009)";1956
"Hawaii";"Cephalopholis argus";2388891;"marine";"Carlton & Eldrege (2009)";1956
"Hawaii";"Eucheuma denticulatum";2668123;"marine";"Carlton & Eldrege (2009)";1970
"Hawaii";"Chama asperella";4372055;"marine";"Carlton & Eldrege (2009)";1915
"Hawaii";"Acanthophora spicifera";5277297;"marine";"Carlton & Eldrege (2009)";1952
"Hawaii";"Asparagopsis taxiformis";5279834;"marine";"Carlton & Eldrege (2009)";1991
"Hawaii";"Kappaphycus striatus";6452661;"marine";"Carlton & Eldrege (2009)";1970
"Azores Canaries Madeira";"Clavelina lepadiformis";2330198;"marine";"Castro et al. (2020)";1995
"Azores Canaries Madeira";"Asparagopsis taxiformis";5279834;"marine";"Castro et al. (2020)";1974
"East China Sea";"Phytophthora infestans";3203716;"marine";"Chen et al. (2017)";1950
"East China Sea";"Bacteriastrum comosum";4275462;"marine";"Chen et al. (2017)";2003
"East China Sea";"Nitzschia delicatissima";5266531;"marine";"Chen et al. (2017)";1996
"Yellow Sea";"Nitzschia delicatissima";5266531;"marine";"Chen et al. (2017)";1996
"East China Sea";"Rhizosolenia styliformis";5421984;"marine";"Chen et al. (2017)";2002
"Yellow Sea";"Rhizosolenia styliformis";5421984;"marine";"Chen et al. (2017)";2002
"Yellow Sea";"Alexandrium tamarense";7632200;"marine";"Chen et al. (2017)";1996
"Aegean Sea";"Glycera alba";5195463;"marine";"Cinar et al. (2005)";1963
"Aegean Sea";"Rhizosolenia calcar-avis";5421948;"marine";"Cinar et al. (2005)";1993
"Black Sea";"Rhizosolenia calcar-avis";5421948;"marine";"Cinar et al. (2005)";1993
"Levantine Sea";"Paradoxapseudes intermedius";5975022;"marine";"Cinar et al. (2005)";1978
"Aegean Sea";"Scrippsiella trochoidea";8082735;"marine";"Cinar et al. (2005)";1999
"Black Sea";"Scrippsiella trochoidea";8082735;"marine";"Cinar et al. (2005)";1999
"Northern Gulf of Mexico";"Membras martinica";2412232;"marine";"CONABIO";1962
"Western Caribbean";"Membras martinica";2412232;"marine";"CONABIO";1962
"Northern Gulf of Mexico";"Menidia beryllina";2412295;"marine";"CONABIO";1954
"Northern Gulf of Mexico";"Dorosoma cepedianum";2413541;"marine";"CONABIO";1950
"Baltic Sea";"Corophium volutator";2217320;"marine";"DAISIE";1959
"Celtic Seas";"Monocorophium insidiosum";2217353;"marine";"DAISIE";2002
"Eastern Bering Sea";"Paralithodes camtschaticus";2224359;"marine";"DAISIE";1933
"Baltic Sea";"Palaemon elegans";2224979;"marine";"DAISIE";1939
"Baltic Sea";"Palaemon adspersus";2225020;"marine";"DAISIE";1936
"North Sea";"Hemigrapsus penicillatus";2225770;"marine";"DAISIE";1994
"Baltic Sea";"Eriocheir sinensis";2225776;"marine";"DAISIE";1927
"North Sea";"Eriocheir sinensis";2225776;"marine";"DAISIE";1927
"South European Atlantic Shelf";"Eriocheir sinensis";2225776;"marine";"DAISIE";1930
"Chukchi Sea";"Chionoecetes opilio";2226639;"marine";"DAISIE";1996
"East Siberian Sea";"Chionoecetes opilio";2226639;"marine";"DAISIE";1996
"Eastern Bering Sea";"Chionoecetes opilio";2226639;"marine";"DAISIE";1996
"Kamchatka Shelf and Coast";"Chionoecetes opilio";2226639;"marine";"DAISIE";1996
"Sea of Okhotsk";"Chionoecetes opilio";2226639;"marine";"DAISIE";1996
"Baltic Sea";"Rhithropanopeus harrisii";2227663;"marine";"DAISIE";1801
"North and East Barents Sea";"Podon intermedius";2234655;"marine";"DAISIE";1985
"Northern Norway and Finnmark";"Podon intermedius";2234655;"marine";"DAISIE";1985
"North Sea";"Diadumene cincta";2257924;"marine";"DAISIE";1925
"Baltic Sea";"Aurelia aurita";2264442;"marine";"DAISIE";1999
"Chukchi Sea";"Aurelia aurita";2264442;"marine";"DAISIE";1999
"Eastern Bering Sea";"Aurelia aurita";2264442;"marine";"DAISIE";1999
"Northern Norway and Finnmark";"Aurelia aurita";2264442;"marine";"DAISIE";1999
"Western Mediterranean";"Coscinasterias tenuispina";2273832;"marine";"DAISIE";2000
"North Sea";"Petricolaria pholadiformis";2287615;"marine";"DAISIE";1905
"North Sea";"Teredo navalis";2288847;"marine";"DAISIE";1600
"Baltic Sea";"Tenellia adspersa";2292354;"marine";"DAISIE";1989
"North Sea";"Proceraea cornuta";2309924;"marine";"DAISIE";1941
"Celtic Seas";"Goniadella gracilis";2316488;"marine";"DAISIE";1951
"North Sea";"Goniadella gracilis";2316488;"marine";"DAISIE";1951
"Ionian Sea";"Metasychis gotoi";2319527;"marine";"DAISIE";1984
"North Sea";"Streblospio benedicti";2321343;"marine";"DAISIE";1982
"South European Atlantic Shelf";"Streblospio benedicti";2321343;"marine";"DAISIE";1982
"North Sea";"Aphelochaeta marioni";2323931;"marine";"DAISIE";1951
"North Sea";"Hydroides elegans";2328302;"marine";"DAISIE";1944
"Azores Canaries Madeira";"Clavelina oblonga";2330172;"marine";"DAISIE";1971
"Azores Canaries Madeira";"Clavelina lepadiformis";2330198;"marine";"DAISIE";1971
"Celtic Seas";"Molgula manhattensis";2331498;"marine";"DAISIE";1845
"North Sea";"Molgula manhattensis";2331498;"marine";"DAISIE";1762
"Celtic Seas";"Styela clava";2331942;"marine";"DAISIE";1952
"North Sea";"Styela clava";2331942;"marine";"DAISIE";1952
"Northern and Central Red Sea";"Pterois miles";2334433;"marine";"DAISIE";1991
"Northern and Central Red Sea";"Papilloculiceps longiceps";2335818;"marine";"DAISIE";1986
"Baltic Sea";"Neogobius melanostomus";2379089;"marine";"DAISIE";1968
"North Sea";"Neogobius melanostomus";2379089;"marine";"DAISIE";2004
"Northern and Central Red Sea";"Rhabdosargus haffara";2392343;"marine";"DAISIE";1991
"Northern and Central Red Sea";"Sphyraena flavicauda";2394248;"marine";"DAISIE";1991
"Northern and Central Red Sea";"Abudefduf vaigiensis";2398634;"marine";"DAISIE";1997
"Northern and Central Red Sea";"Cyclichthys spilostylus";2406520;"marine";"DAISIE";1992
"Baltic Sea";"Platichthys flesus";2409330;"marine";"DAISIE";2000
"Baltic Sea";"Osmerus eperlanus";2410854;"marine";"DAISIE";1912
"North Sea";"Testudo graeca";2441461;"marine";"DAISIE";1935
"Western Mediterranean";"Podarcis pityusensis";2469028;"marine";"DAISIE";1983
"Western Mediterranean";"Psammodromus algirus";2469763;"marine";"DAISIE";1999
"North Sea";"Mnemiopsis leidyi";2501248;"marine";"DAISIE";1990
"Western Mediterranean";"Caulerpa racemosa";2643093;"marine";"DAISIE";1926
"Azores Canaries Madeira";"Cladophoropsis membranacea";2644890;"marine";"DAISIE";1973
"Celtic Seas";"Antithamnionella spirographidis";2657651;"marine";"DAISIE";1911
"Celtic Seas";"Grateloupia turuturu";2658889;"marine";"DAISIE";1982
"North Sea";"Grateloupia turuturu";2658889;"marine";"DAISIE";1982
"North Sea";"Dasya baillouviana";2659108;"marine";"DAISIE";1944
"Celtic Seas";"Bonnemaisonia hamifera";2668884;"marine";"DAISIE";1898
"North Sea";"Bonnemaisonia hamifera";2668884;"marine";"DAISIE";1898
"South European Atlantic Shelf";"Bonnemaisonia hamifera";2668884;"marine";"DAISIE";1898
"Black Sea";"Pterosperma cristatum";2688129;"marine";"DAISIE";1948
"Celtic Seas";"Heterosigma akashiwo";3194420;"marine";"DAISIE";1973
"South European Atlantic Shelf";"Fibrocapsa japonica";3194429;"marine";"DAISIE";1991
"Celtic Seas";"Chorda filum";3195749;"marine";"DAISIE";1981
"North Sea";"Chorda filum";3195749;"marine";"DAISIE";1981
"South European Atlantic Shelf";"Fucus spiralis";3196369;"marine";"DAISIE";1978
"Celtic Seas";"Colpomenia peregrina";3197970;"marine";"DAISIE";1905
"North Sea";"Colpomenia peregrina";3197970;"marine";"DAISIE";1905
"North Sea";"Halothrix lumbricalis";3198401;"marine";"DAISIE";1985
"North Sea";"Alexandrium minutum";3205121;"marine";"DAISIE";1985
"Celtic Seas";"Monocorophium sextonae";4314702;"marine";"DAISIE";1982
"Celtic Seas";"Ruditapes philippinarum";4372686;"marine";"DAISIE";1973
"North Sea";"Ruditapes philippinarum";4372686;"marine";"DAISIE";1973
"North Sea";"Saccharina japonica";4377197;"marine";"DAISIE";1976
"North Sea";"Hemigrapsus takanoi";4382841;"marine";"DAISIE";1999
"Baltic Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"Chukchi Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"East Siberian Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"Eastern Bering Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"Kamchatka Shelf and Coast";"Oithona similis";5166639;"marine";"DAISIE";2004
"Kara Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"Laptev Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"North and East Barents Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"Northern Norway and Finnmark";"Oithona similis";5166639;"marine";"DAISIE";2004
"Oyashio Current";"Oithona similis";5166639;"marine";"DAISIE";2004
"Sea of Japan/East Sea";"Oithona similis";5166639;"marine";"DAISIE";2004
"North Sea";"Ammothea hilgendorfi";5166760;"marine";"DAISIE";1978
"Western Mediterranean";"Oculina patagonica";5184825;"marine";"DAISIE";1966
"North Sea";"Elysia viridis";5192088;"marine";"DAISIE";2002
"North Sea";"Crepidula fornicata";5192789;"marine";"DAISIE";1911
"North Sea";"Microphthalmus similis";5194209;"marine";"DAISIE";1962
"Celtic Seas";"Polydora ciliata";5197692;"marine";"DAISIE";1921
"North Sea";"Polydora ciliata";5197692;"marine";"DAISIE";1921
"Western Mediterranean";"Polydora cornuta";5197747;"marine";"DAISIE";1990
"Celtic Seas";"Corella eumyota";5200463;"marine";"DAISIE";2005
"Celtic Seas";"Perophora japonica";5200487;"marine";"DAISIE";1982
"North Sea";"Perophora japonica";5200487;"marine";"DAISIE";1982
"Northern and Central Red Sea";"Fistularia commersonii";5200938;"marine";"DAISIE";2000
"Azores Canaries Madeira";"Oncorhynchus mykiss";5204019;"marine";"DAISIE";2002
"Baltic Sea";"Oncorhynchus mykiss";5204019;"marine";"DAISIE";1882
"North Sea";"Oncorhynchus mykiss";5204019;"marine";"DAISIE";1898
"Baltic Sea";"Anguilla anguilla";5212973;"marine";"DAISIE";1959
"Northern Norway and Finnmark";"Anguilla anguilla";5212973;"marine";"DAISIE";1959
"Celtic Seas";"Codium fragile";5272096;"marine";"DAISIE";1808
"North Sea";"Codium fragile";5272096;"marine";"DAISIE";1931
"Western Mediterranean";"Codium fragile";5272096;"marine";"DAISIE";1946
"Western Mediterranean";"Polysiphonia setacea";5277464;"marine";"DAISIE";1986
"North Sea";"Gracilaria vermiculophylla";5278964;"marine";"DAISIE";1993
"Azores Canaries Madeira";"Asparagopsis taxiformis";5279834;"marine";"DAISIE";1989
"Azores Canaries Madeira";"Asparagopsis armata";5279840;"marine";"DAISIE";1952
"Celtic Seas";"Asparagopsis armata";5279840;"marine";"DAISIE";1922
"Western Mediterranean";"Asparagopsis armata";5279840;"marine";"DAISIE";1922
"Celtic Seas";"Coscinodiscus wailesii";5421557;"marine";"DAISIE";1979
"North Sea";"Coscinodiscus wailesii";5421557;"marine";"DAISIE";1978
"White Sea";"Actinocyclus normanii";5421596;"marine";"DAISIE";1986
"Celtic Seas";"Odontella sinensis";5421668;"marine";"DAISIE";1904
"North Sea";"Odontella sinensis";5421668;"marine";"DAISIE";1903
"South European Atlantic Shelf";"Odontella sinensis";5421668;"marine";"DAISIE";1930
"Black Sea";"Rhizosolenia calcar-avis";5421948;"marine";"DAISIE";1924
"Celtic Seas";"Undaria pinnatifida";5422556;"marine";"DAISIE";1971
"North Sea";"Undaria pinnatifida";5422556;"marine";"DAISIE";1971
"Celtic Seas";"Desmarestia viridis";5423348;"marine";"DAISIE";1978
"North Sea";"Desmarestia viridis";5423348;"marine";"DAISIE";1978
"Northern and Central Red Sea";"Engina mendicaria";5727962;"marine";"DAISIE";2001
"Celtic Seas";"Grateloupia filicina";5729905;"marine";"DAISIE";1992
"Baltic Sea";"Pungitius pungitius";5739510;"marine";"DAISIE";1989
"Chukchi Sea";"Pungitius pungitius";5739510;"marine";"DAISIE";1989
"Eastern Bering Sea";"Pungitius pungitius";5739510;"marine";"DAISIE";1989
"North Sea";"Homarus americanus";5972004;"marine";"DAISIE";2002
"Azores Canaries Madeira";"Spongoclonium caribaeum";6452772;"marine";"DAISIE";1978
"Levantine Sea";"Conomurex persicus";6489949;"marine";"DAISIE";1983
"Celtic Seas";"Karenia mikimotoi";7454879;"marine";"DAISIE";1976
"North Sea";"Karenia mikimotoi";7454879;"marine";"DAISIE";1966
"South European Atlantic Shelf";"Karenia mikimotoi";7454879;"marine";"DAISIE";1976
"Western Mediterranean";"Karenia mikimotoi";7454879;"marine";"DAISIE";1976
"Celtic Seas";"Tripos candelabrus";7514768;"marine";"DAISIE";2005
"South European Atlantic Shelf";"Tripos candelabrus";7514768;"marine";"DAISIE";2005
"Western Mediterranean";"Tripos candelabrus";7514768;"marine";"DAISIE";2005
"North Sea";"Alexandrium tamarense";7632200;"marine";"DAISIE";1989
"Baltic Sea";"Mya arenaria";7791733;"marine";"DAISIE";1999
"Celtic Seas";"Mya arenaria";7791733;"marine";"DAISIE";1700
"North Sea";"Mya arenaria";7791733;"marine";"DAISIE";1700
"North Sea";"Magallana gigas";7820753;"marine";"DAISIE";1972
"South European Atlantic Shelf";"Gymnodinium catenatum";8301674;"marine";"DAISIE";1900
"Western Mediterranean";"Gymnodinium catenatum";8301674;"marine";"DAISIE";1976
"Black Sea";"Prorocentrum cordatum";8368630;"marine";"DAISIE";1948
"North Sea";"Ensis leei";8485639;"marine";"DAISIE";1979
"Ionian Sea";"Kirkegaardia dorsobranchialis";9088686;"marine";"DAISIE";1964
"Levantine Sea";"Mnestia girardi";9299496;"marine";"DAISIE";1974
"North Sea";"Thalassiosira punctigera";9355965;"marine";"DAISIE";1978
"Bahamian";"Pterois volitans";2334438;"marine";"FishBase";2001
"Floridian";"Pterois volitans";2334438;"marine";"FishBase";1985
"Greater Antilles";"Pterois volitans";2334438;"marine";"FishBase";2001
"Northern Gulf of Mexico";"Pterois volitans";2334438;"marine";"FishBase";1985
"Southern Gulf of Mexico";"Pterois volitans";2334438;"marine";"FishBase";2009
"Southwestern Caribbean";"Pterois volitans";2334438;"marine";"FishBase";2009
"Western Caribbean";"Pterois volitans";2334438;"marine";"FishBase";2001
"Baltic Sea";"Coregonus albula";2351027;"marine";"FishBase";1872
"Gulf of St. Lawrence - Eastern Scotian Shelf";"Salvelinus fontinalis";2351271;"marine";"FishBase";1908
"Hudson Complex";"Salvelinus fontinalis";2351271;"marine";"FishBase";1908
"Northern and Central Red Sea";"Tylosurus choram";2369226;"marine";"FishBase";1967
"Baltic Sea";"Neogobius melanostomus";2379089;"marine";"FishBase";1985
"North Sea";"Neogobius melanostomus";2379089;"marine";"FishBase";2010
"Northern and Central Red Sea";"Epinephelus tauvina";2388137;"marine";"FishBase";1967
"Northern and Central Red Sea";"Pomacanthus maculosus";2396444;"marine";"FishBase";2009
"Western Mediterranean";"Enchelycore anatina";2404210;"marine";"FishBase";2011
"Baltic Sea";"Scophthalmus maximus";2409418;"marine";"FishBase";1930
"Gulf of Maine/Bay of Fundy";"Osmerus mordax";4283983;"marine";"FishBase";1933
"Virginian";"Osmerus mordax";4283983;"marine";"FishBase";1933
"Chukchi Sea";"Oncorhynchus keta";5204014;"marine";"FishBase";1932
"Eastern Bering Sea";"Oncorhynchus keta";5204014;"marine";"FishBase";1932
"North American Pacific Fijordland";"Oncorhynchus keta";5204014;"marine";"FishBase";1955
"Puget Trough/Georgia Basin";"Oncorhynchus keta";5204014;"marine";"FishBase";1955
"Baltic Sea";"Oncorhynchus mykiss";5204019;"marine";"FishBase";1891
"North Sea";"Oncorhynchus mykiss";5204019;"marine";"FishBase";1879
"Central New Zealand";"Oncorhynchus tshawytscha";5204024;"marine";"FishBase";1876
"Chukchi Sea";"Oncorhynchus gorbuscha";5204037;"marine";"FishBase";1939
"Eastern Bering Sea";"Oncorhynchus gorbuscha";5204037;"marine";"FishBase";1939
"Northern California";"Oncorhynchus gorbuscha";5204037;"marine";"FishBase";1956
"Oregon, Washington, Vancouver Coast and Shelf";"Oncorhynchus gorbuscha";5204037;"marine";"FishBase";1956
"Puget Trough/Georgia Basin";"Oncorhynchus gorbuscha";5204037;"marine";"FishBase";1956
"Southern California Bight";"Oncorhynchus gorbuscha";5204037;"marine";"FishBase";1956
"Southern California Bight";"Trachinotus paitensis";5210696;"marine";"FishBase";1950
"Baltic Sea";"Anguilla anguilla";5212973;"marine";"FishBase";1960
"Carolinian";"Anguilla anguilla";5212973;"marine";"FishBase";1969
"East China Sea";"Anguilla japonica";5213022;"marine";"FishBase";1964
"South Kuroshio";"Anguilla japonica";5213022;"marine";"FishBase";1964
"Western Mediterranean";"Solea senegalensis";5214129;"marine";"FishBase";1918
"Baltic Sea";"Salmo salar";7595433;"marine";"FishBase";1974
"Channels and Fjords of Southern Chile";"Codium fragile";5272096;"marine";"Fuentes et al. (2020)";1847
"Eastern Brazil";"Ophiactis savignyi";2276151;"marine";"GISD";1875
"Southeastern Brazil";"Ophiactis savignyi";2276151;"marine";"GISD";1875
"Eastern Brazil";"Isognomon bicolor";2285357;"marine";"GISD";1982
"Southeastern Brazil";"Isognomon bicolor";2285357;"marine";"GISD";1982
"Gulf of Maine/Bay of Fundy";"Littorina littorea";2301117;"marine";"GISD";1840
"Gulf of St. Lawrence - Eastern Scotian Shelf";"Littorina littorea";2301117;"marine";"GISD";1840
"Scotian Shelf";"Littorina littorea";2301117;"marine";"GISD";1840
"North Sea";"Marenzelleria viridis";2321012;"marine";"GISD";1966
"Southwestern Caribbean";"Pterois volitans";2334438;"marine";"GISD";2008
"Northern and Central Red Sea";"Chaetodon austriacus";2385336;"marine";"GISD";2011
"Gulf of Maine/Bay of Fundy";"Morone americana";2394604;"marine";"GISD";1950
"Northern and Central Red Sea";"Equulites elongatus";2396355;"marine";"GISD";2011
"Northern and Central Red Sea";"Pomacanthus imperator";2396426;"marine";"GISD";2009
"North Sea";"Dasya baillouviana";2659108;"marine";"GISD";1966
"North Sea";"Colpomenia peregrina";3197970;"marine";"GISD";1933
"Puget Trough/Georgia Basin";"Ruditapes philippinarum";4372686;"marine";"GISD";1936
"Southeastern Brazil";"Megabalanus coccopoma";5166489;"marine";"GISD";1974
"North American Pacific Fijordland";"Caprella mutica";5178057;"marine";"GISD";1991
"Gulf of Maine/Bay of Fundy";"Carcinus maenas";5178595;"marine";"GISD";1950
"Gulf of St. Lawrence - Eastern Scotian Shelf";"Carcinus maenas";5178595;"marine";"GISD";1950
"Scotian Shelf";"Carcinus maenas";5178595;"marine";"GISD";1950
"Northern and Central Red Sea";"Synanceia verrucosa";5201174;"marine";"GISD";2010
"North Sea";"Oncorhynchus mykiss";5204019;"marine";"GISD";1882
"North Sea";"Agaricus moelleri";5243496;"marine";"GISD";1995
"North Sea";"Codium fragile";5272096;"marine";"GISD";1919
"Western Mediterranean";"Codium fragile";5272096;"marine";"GISD";1957
"Sea of Okhotsk";"Oncorhynchus masou";5711979;"marine";"GISD";1873
"Southeastern Brazil";"Leiosolenus aristatus";6531814;"marine";"GISD";2005
"North Sea";"Magallana gigas";7820753;"marine";"GISD";1960
"Southern Norway";"Magallana gigas";7820753;"marine";"GISD";1980
"Celtic Seas";"Claviceps purpurea";9378152;"marine";"GISD";1960
"Bassian";"Monocorophium insidiosum";2217353;"marine";"Hewitt et al. (2004)";1996
"Bassian";"Monocorophium acherusicum";2217354;"marine";"Hewitt et al. (2004)";1968
