"Region";"NewName";"speciesKey";"Realm";"FirstRecord"
"Argentina";"Phasianus colchicus";9752149;"terrestrial";1959
"Australia";"Phasianus colchicus";9752149;"terrestrial";1854
"Austria";"Phasianus colchicus";9752149;"terrestrial";1414
"Azerbaijan";"Phasianus colchicus";9752149;"terrestrial";1998
"Bahamas";"Phasianus colchicus";9752149;"terrestrial";1960
"Belarus";"Phasianus colchicus";9752149;"terrestrial";1998
"Belgium";"Phasianus colchicus";9752149;"terrestrial";1750
"Bosnia and Herzegovina";"Phasianus colchicus";9752149;"terrestrial";1998
"Bulgaria";"Phasianus colchicus";9752149;"terrestrial";1998
"Canada";"Phasianus colchicus";9752149;"terrestrial";1881
"Chile";"Phasianus colchicus";9752149;"terrestrial";1886
"Croatia";"Phasianus colchicus";9752149;"terrestrial";1998
"Cyprus";"Phasianus colchicus";9752149;"terrestrial";1880
"Czech Republic";"Phasianus colchicus";9752149;"terrestrial";1050
"Denmark";"Phasianus colchicus";9752149;"terrestrial";1750
"Dominican Republic";"Phasianus colchicus";9752149;"terrestrial";1955
"Finland";"Phasianus colchicus";9752149;"terrestrial";1900
"France";"Phasianus colchicus";9752149;"terrestrial";1530
"Georgia";"Phasianus colchicus";9752149;"terrestrial";1998
"Germany";"Phasianus colchicus";9752149;"terrestrial";1050
"Greece";"Phasianus colchicus";9752149;"terrestrial";1998
"Hawaiian Islands";"Phasianus colchicus";9752149;"terrestrial";1865
"Hong Kong";"Phasianus colchicus";9752149;"terrestrial";1861
"Hungary";"Phasianus colchicus";9752149;"terrestrial";1500
"Ireland";"Phasianus colchicus";9752149;"terrestrial";1600
"Italy";"Phasianus colchicus";9752149;"terrestrial";1750
"Japan";"Phasianus colchicus";9752149;"terrestrial";1919
"Latvia";"Phasianus colchicus";9752149;"terrestrial";1998
"Lithuania";"Phasianus colchicus";9752149;"terrestrial";1998
"Luxembourg";"Phasianus colchicus";9752149;"terrestrial";1998
"Macedonia";"Phasianus colchicus";9752149;"terrestrial";1998
"Mauritius";"Phasianus colchicus";9752149;"terrestrial";1880
"Mexico";"Phasianus colchicus";9752149;"terrestrial";1957
