"";"X";"speciesKey";"scientificName";"matchType";"Orig_name";"nRecords"
"22113";22113;4248232;"Hieracium psilurum Hylander";"EXACT";"Hieracium psilurum Hylander";95
"22114";22114;4248228;"Hieracium psittacinum Hylander";"EXACT";"Hieracium psittacinum Hylander";10
"22115";22115;4248201;"Hieracium ptilophorum Hylander";"EXACT";"Hieracium ptilophorum Hylander";16
"22116";22116;7944597;"Hieracium pulchriceps Hyl.";"EXACT";"Hieracium pulchriceps Hyl.";23
"22117";22117;4247709;"Hieracium quadridentatum Hylander";"EXACT";"Hieracium quadridentatum Hylander";19
"22118";22118;3135421;"Hieracium racemosum Waldst. & Kit. ex Willd.";"EXACT";"Hieracium racemosum Waldst. & Kit. ex Willd.";2191
"22119";22119;4247522;"Hieracium radiiflorum Hylander";"EXACT";"Hieracium radiiflorum Hylander";18
"22120";22120;4247037;"Hieracium retusulum Ohlsen";"EXACT";"Hieracium retusulum Ohlsen";6
"22121";22121;3136606;"Hieracium sabaudum L.";"EXACT";"Hieracium sabaudum L.";34455
"22122";22122;3135776;"Hieracium scabrum Michx.";"EXACT";"Hieracium scabrum Michx.";2432
"22123";22123;4244518;"Hieracium semiornatum Dahlst. ex Ohlsen";"EXACT";"Hieracium semiornatum Dahlst. ex Ohlsen";24
"22124";22124;4244351;"Hieracium seriflorum Hylander";"EXACT";"Hieracium seriflorum Hylander";23
"22125";22125;4244219;"Hieracium severiceps Wiinst.";"EXACT";"Hieracium severiceps Wiinst.";30
"22126";22126;4243716;"Hieracium spaniotrichum Hylander";"EXACT";"Hieracium spaniotrichum Hylander";2
"22127";22127;4243630;"Hieracium sparsiguttatum Hylander";"EXACT";"Hieracium sparsiguttatum Hylander";27
"22128";22128;4243464;"Hieracium speciosum Hornem.";"EXACT";"Hieracium speciosum Hornem.";86
"22129";22129;4243263;"Hieracium spodiocladum Hylander";"EXACT";"Hieracium spodiocladum Hylander";28
"22130";22130;4243260;"Hieracium spodiolepis Hylander";"EXACT";"Hieracium spodiolepis Hylander";12
"22131";22131;4242951;"Hieracium stenocranoides Wiinst. & Hylander";"EXACT";"Hieracium stenocranoides Wiinst. & Hylander";105
"22132";22132;7448395;"Hieracium stoloniflorum Wimm.";"EXACT";"Hieracium stoloniflorum Wimm.";19
"22133";22133;4242595;"Hieracium strengnense Sam. ex Johanss. & Hylander";"EXACT";"Hieracium strengnense Sam. ex Johanss. & Hylander";103
"22134";22134;4242561;"Hieracium striatisquameum Ohlsen";"EXACT";"Hieracium striatisquameum Ohlsen";53
"22135";22135;4242538;"Hieracium strictipes Hylander";"EXACT";"Hieracium strictipes Hylander";13
"22136";22136;7338182;"Hieracium subaudum Pall.";"EXACT";"Hieracium subaudum Pall.";0
"22137";22137;4241871;"Hieracium subedentatum Ohlsen";"EXACT";"Hieracium subedentatum Ohlsen";2
"22138";22138;4241597;"Hieracium subhorizontale Hylander";"EXACT";"Hieracium subhorizontale Hylander";30
"22139";22139;4241552;"Hieracium subinquilinum Ohlsen";"EXACT";"Hieracium subinquilinum Ohlsen";59
"22140";22140;4240232;"Hieracium symmetricum Ohlsen";"EXACT";"Hieracium symmetricum Ohlsen";7
"22141";22141;3135701;"Hieracium tomentosum L.";"EXACT";"Hieracium tomentosum L.";6235
"22142";22142;3135836;"Hieracium trichocaulon (Dahlst.) Johanss.";"EXACT";"Hieracium trichocaulon (Dahlst.) Johanss.";442
"22143";22143;4238277;"Hieracium tristicolor Ohlsen";"EXACT";"Hieracium tristicolor Ohlsen";12
"22144";22144;4238025;"Hieracium tytthopogon Hylander";"EXACT";"Hieracium tytthopogon Hylander";7
"22145";22145;3135329;"Hieracium umbellatum L.";"EXACT";"Hieracium umbellatum L.";144783
"22146";22146;4237739;"Hieracium unguiculatum Hylander";"EXACT";"Hieracium unguiculatum Hylander";15
"22147";22147;4237725;"Hieracium unguiferum Hylander";"EXACT";"Hieracium unguiferum Hylander";8
"22148";22148;3136752;"Hieracium viscosum Arv.-Touv.";"EXACT";"Hieracium viscosum Arv.-Touv.";590
"22149";22149;7777868;"Hieracium vulgatum Spreng.";"EXACT";"Hieracium vulgatum Spreng.";8681
"22150";22150;4235963;"Hieracium wendelianum Hylander";"EXACT";"Hieracium wendelianum Hylander";7
"22151";22151;4235570;"Hieracium xenophytum Hylander";"EXACT";"Hieracium xenophytum Hylander";8
"22152";22152;4235530;"Hieracium yxnerumense Hylander";"EXACT";"Hieracium yxnerumense Hylander";27
"22153";22153;4235443;"Hieracium zygophorum Hylander";"EXACT";"Hieracium zygophorum Hylander";24
"22154";22154;5386431;"Hippia pilosa Druce";"EXACT";"Hippia pilosa Druce";1170
"22155";22155;3168943;"Hippobroma longiflora (L.) G.Don";"EXACT";"Hippobroma longiflora (L.) G.Don";4384
"22156";22156;3133692;"Homogyne alpina Cass.";"EXACT";"Homogyne alpina Cass.";42572
"22157";22157;3130640;"Hyalosperma praecox (F.Muell.) Paul G.Wilson";"EXACT";"Hyalosperma praecox (F.Muell.) Paul G.Wilson";258
"22158";22158;3095897;"Hymenothrix loomisii S.F.Blake";"EXACT";"Hymenothrix loomisii S.F.Blake";177
"22159";22159;3150132;"Hymenoxys anthemoides Cass.";"EXACT";"Hymenoxys anthemoides Cass.";314
"22160";22160;3150162;"Hymenoxys odorata DC.";"EXACT";"Hymenoxys odorata DC.";1355
"22161";22161;3134551;"Hyoseris lucida L.";"EXACT";"Hyoseris lucida L.";247
"22162";22162;3134555;"Hyoseris radiata L.";"EXACT";"Hyoseris radiata L.";4887
"22163";22163;3093899;"Hypochaeris albiflora (Kuntze) Azevêdo-Gonç. & Matzenb.";"EXACT";"Hypochaeris albiflora (Kuntze) Azevêdo-Gonç. & Matzenb.";1169
"22164";22164;3093711;"Hypochaeris chillensis (Kunth) Britton";"EXACT";"Hypochaeris chillensis (Kunth) Britton";1305
"22165";22165;3093911;"Hypochaeris glabra L.";"EXACT";"Hypochaeris glabra L.";45972
"22166";22166;7588753;"Hypochaeris laevigata (L.) Cesati";"EXACT";"Hypochaeris laevigata (L.) Cesati";564
"22167";22167;3093891;"Hypochaeris microcephala Cabrera";"EXACT";"Hypochaeris microcephala Cabrera";323
"22168";22168;3093891;"Hypochaeris microcephala subsp. albiflora (Sch.Bip.) Cabrera";"EXACT";"Hypochaeris microcephala subsp. albiflora (Sch.Bip.) Cabrera";323
"22169";22169;3093702;"Hypochaeris radicata L.";"EXACT";"Hypochaeris radicata L.";494345
"22170";22170;8983654;"Hypochoeris glabra L.";"EXACT";"Hypochoeris glabra L.";2882
"22171";22171;7605771;"Hypochoeris radicata L.";"EXACT";"Hypochoeris radicata L.";10922
"22172";22172;3103501;"Ifloga spicata (Forssk.) Sch.Bip.";"EXACT";"Ifloga spicata (Forssk.) Sch.Bip.";2037
"22173";22173;7502456;"Inula britannica M.Bieb.";"EXACT";"Inula britannica M.Bieb.";5342
"22174";22174;3148340;"Inula helenium L.";"EXACT";"Inula helenium L.";13911
"22175";22175;3148331;"Inula hookeri C.B.Clarke";"EXACT";"Inula hookeri C.B.Clarke";159
"22176";22176;9175693;"Inula oculus-christi Lam.";"EXACT";"Inula oculus-christi Lam.";245
"22177";22177;4933624;"Inula racemosa Hook.f.";"EXACT";"Inula racemosa Hook.f.";927
"22178";22178;7468408;"Inula royleana DC.";"EXACT";"Inula royleana DC.";74
"22179";22179;7886071;"Inula salicina Bunge";"EXACT";"Inula salicina Bunge";2685
"22180";22180;3148441;"Inula spiraeifolia K.Koch ex Boiss.";"EXACT";"Inula spiraeifolia K.Koch ex Boiss.";36
"22181";22181;5400848;"Isocarpha oppositifolia (L.) Cass.";"EXACT";"Isocarpha oppositifolia (L.) Cass.";899
"22182";22182;5412386;"Isotoma fluviatilis F.Muell. ex Benth.";"EXACT";"Isotoma fluviatilis F.Muell. ex Benth.";1803
"22183";22183;5402627;"Iva annua L.";"EXACT";"Iva annua L.";2695
"22184";22184;5402616;"Iva asperifolia Less.";"EXACT";"Iva asperifolia Less.";593
"22185";22185;5402631;"Iva axillaris Pursh";"EXACT";"Iva axillaris Pursh";1795
"22186";22186;5402619;"Iva cheiranthifolia Kunth";"EXACT";"Iva cheiranthifolia Kunth";141
"22187";22187;3115540;"Ixeris stolonifera A.Gray";"EXACT";"Ixeris stolonifera A.Gray";1329
"22188";22188;5388634;"Jacobaea abrotanifolia Moench";"EXACT";"Jacobaea abrotanifolia Moench";2232
"22189";22189;8210972;"Jacobaea albescens (Burb. & Colgan) Verloove & Lambinon";"EXACT";"Jacobaea albescens (Burb. & Colgan) Verloove & Lambinon";30
"22190";22190;5388598;"Jacobaea alpina (L.) Moench";"EXACT";"Jacobaea alpina (L.) Moench";6781
"22191";22191;8340600;"Jacobaea aquatica (Hill) Gaertn.Mey. & Scherb.";"EXACT";"Jacobaea aquatica (Hill) Gaertn.Mey. & Scherb.";53939
"22192";22192;5388606;"Jacobaea cannabifolia (Less.) E.Wiebe";"EXACT";"Jacobaea cannabifolia (Less.) E.Wiebe";1221
"22193";22193;5388617;"Jacobaea erratica Fourr.";"EXACT";"Jacobaea erratica Fourr.";5032
"22194";22194;10487667;"Jacobaea erucifolia (L.) Gaertn.Mey. & Scherb.";"EXACT";"Jacobaea erucifolia (L.) Gaertn.Mey. & Scherb.";87168
"22195";22195;5388595;"Jacobaea maritima (L.) Pelser & Meijden";"EXACT";"Jacobaea maritima (L.) Pelser & Meijden";16701
"22196";22196;5388595;"Jacobaea maritima subsp. maritima";"EXACT";"Jacobaea maritima subsp. maritima";16701
"22197";22197;9274112;"Jacobaea pseudoarnica (Less.) Zuev";"EXACT";"Jacobaea pseudoarnica (Less.) Zuev";1061
"22198";22198;5388603;"Jacobaea subalpina (W.D.J.Koch) Pelser & Veldkamp";"EXACT";"Jacobaea subalpina (W.D.J.Koch) Pelser & Veldkamp";788
"22199";22199;8429716;"Jacobaea thuretii (Briq. & Cavill.) B.Bock";"EXACT";"Jacobaea thuretii (Briq. & Cavill.) B.Bock";0
"22200";22200;5388602;"Jacobaea vulgaris Gaertn.";"EXACT";"Jacobaea vulgaris Gaertn.";386087
"22201";22201;5386415;"Jaegeria hirta (Lag.) Less.";"EXACT";"Jaegeria hirta (Lag.) Less.";4131
"22202";22202;8366345;"Jasione montana L.";"EXACT";"Jasione montana L.";139556
"22203";22203;5402214;"Jungia paniculata A.Gray";"EXACT";"Jungia paniculata A.Gray";135
"22204";22204;5392562;"Jurinea alata Cass.";"EXACT";"Jurinea alata Cass.";66
"22205";22205;5392633;"Jurinea cyanoides (L.) Rchb.";"EXACT";"Jurinea cyanoides (L.) Rchb.";1336
"22206";22206;3091275;"Klasea quinquefolia (Willd.) Greuter & Wagenitz";"EXACT";"Klasea quinquefolia (Willd.) Greuter & Wagenitz";262
"22207";22207;5694072;"Kleinia semperviva DC.";"EXACT";"Kleinia semperviva DC.";26
"22208";22208;3144493;"Koelpinia linearis Pall.";"EXACT";"Koelpinia linearis Pall.";1437
"22209";22209;3132402;"Krigia biflora S.F.Blake";"EXACT";"Krigia biflora S.F.Blake";2656
"22210";22210;3132422;"Krigia cespitosa (Raf.) K.L.Chambers";"EXACT";"Krigia cespitosa (Raf.) K.L.Chambers";1646
"22211";22211;3132416;"Krigia dandelion Nutt.";"EXACT";"Krigia dandelion Nutt.";1434
"22212";22212;3132395;"Krigia occidentalis Nutt.";"EXACT";"Krigia occidentalis Nutt.";369
"22213";22213;3132412;"Krigia virginica Willd.";"EXACT";"Krigia virginica Willd.";3192
"22214";22214;7837439;"Lactuca alpina Benth. & Hook.f.";"EXACT";"Lactuca alpina Benth. & Hook.f.";6725
"22215";22215;3140515;"Lactuca biennis (Moench) Fernald";"EXACT";"Lactuca biennis (Moench) Fernald";2882
"22216";22216;9190920;"Lactuca bourgaei Boiss.";"EXACT";"Lactuca bourgaei Boiss.";4
"22217";22217;3140315;"Lactuca canadensis L.";"EXACT";"Lactuca canadensis L.";5527
"22218";22218;3140390;"Lactuca dissecta D.Don";"EXACT";"Lactuca dissecta D.Don";583
"22219";22219;3140423;"Lactuca floridana (L.) Gaertn.";"EXACT";"Lactuca floridana (L.) Gaertn.";2871
"22220";22220;3089122;"Lactuca formosana Maxim.";"EXACT";"Lactuca formosana Maxim.";245
"22221";22221;3140577;"Lactuca graminifolia Michx.";"EXACT";"Lactuca graminifolia Michx.";1063
"22222";22222;7521930;"Lactuca hirsuta Muhl. ex Nutt.";"EXACT";"Lactuca hirsuta Muhl. ex Nutt.";680
"22223";22223;3140510;"Lactuca indica L.";"EXACT";"Lactuca indica L.";5470
"22224";22224;3140472;"Lactuca inermis Forssk.";"EXACT";"Lactuca inermis Forssk.";2323
"22225";22225;3140324;"Lactuca ludoviciana Riddell";"EXACT";"Lactuca ludoviciana Riddell";690
"22226";22226;7973078;"Lactuca muralis (L.) E.Mey.";"EXACT";"Lactuca muralis (L.) E.Mey.";168288
"22227";22227;3140574;"Lactuca perennis L.";"EXACT";"Lactuca perennis L.";34153
"22228";22228;3140419;"Lactuca pulchella (Pursh) DC.";"EXACT";"Lactuca pulchella (Pursh) DC.";1847
"22229";22229;3140467;"Lactuca saligna L.";"EXACT";"Lactuca saligna L.";10568
"22230";22230;7403263;"Lactuca sativa L.";"EXACT";"Lactuca sativa L.";41603
"22231";22231;3140490;"Lactuca serriola L.";"EXACT";"Lactuca serriola L.";215490
"22232";22232;3140552;"Lactuca sibirica Benth. ex Maxim.";"EXACT";"Lactuca sibirica Benth. ex Maxim.";4119
"22233";22233;9123250;"Lactuca tatarica C.A.Mey.";"EXACT";"Lactuca tatarica C.A.Mey.";4548
"22234";22234;3140346;"Lactuca virosa L.";"EXACT";"Lactuca virosa L.";25819
"22235";22235;3111858;"Laennecia coulteri (A.Gray) G.L.Nesom";"EXACT";"Laennecia coulteri (A.Gray) G.L.Nesom";1271
"22236";22236;3111846;"Laennecia schiedeana (Less.) G.L.Nesom";"EXACT";"Laennecia schiedeana (Less.) G.L.Nesom";759
"22237";22237;3132776;"Lagascea mollis Cav.";"EXACT";"Lagascea mollis Cav.";1526
"22238";22238;3142122;"Lagenophora mikadoi Koidz. ex Kitam.";"EXACT";"Lagenophora mikadoi Koidz. ex Kitam.";22
"22239";22239;3142124;"Lagenophora stipitata Druce";"EXACT";"Lagenophora stipitata Druce";18624
"22240";22240;3098702;"Laggera alata (DC.) Oliv.";"EXACT";"Laggera alata (DC.) Oliv.";875
"22241";22241;3098683;"Laggera aurita Sch.Bip. ex C.B.Clarke";"EXACT";"Laggera aurita Sch.Bip. ex C.B.Clarke";107
"22242";22242;3098694;"Laggera crispata (Vahl) Hepper & J.R.I.Wood";"EXACT";"Laggera crispata (Vahl) Hepper & J.R.I.Wood";1613
"22243";22243;3134857;"Lapsana communis L.";"EXACT";"Lapsana communis L.";357605
"22244";22244;3134857;"Lapsana communis subsp. adenophora (Boiss.) Rech.fil.";"EXACT";"Lapsana communis subsp. adenophora (Boiss.) Rech.fil.";357605
"22245";22245;3134857;"Lapsana communis subsp. communis";"EXACT";"Lapsana communis subsp. communis";357605
"22246";22246;3134857;"Lapsana communis subsp. intermedia (M.Bieb.) Hayek";"EXACT";"Lapsana communis subsp. intermedia (M.Bieb.) Hayek";357605
"22247";22247;3104907;"Lapsanastrum apogonoides (Maxim.) J.-H.Pak & K.Bremer";"EXACT";"Lapsanastrum apogonoides (Maxim.) J.-H.Pak & K.Bremer";860
"22248";22248;3087213;"Lasiospermum bipinnatum (Thunb.) Druce";"EXACT";"Lasiospermum bipinnatum (Thunb.) Druce";226
"22249";22249;3144260;"Lasthenia californica DC. ex Lindl.";"EXACT";"Lasthenia californica DC. ex Lindl.";3892
"22250";22250;3144267;"Lasthenia coronaria (Nutt.) Ornduff";"EXACT";"Lasthenia coronaria (Nutt.) Ornduff";788
"22251";22251;3144278;"Lasthenia minor (DC.) Ornduff";"EXACT";"Lasthenia minor (DC.) Ornduff";557
"22252";22252;3144787;"Launaea fragilis (Asso) Pau";"EXACT";"Launaea fragilis (Asso) Pau";2852
"22253";22253;3144674;"Launaea intybacea Beauverd";"EXACT";"Launaea intybacea Beauverd";936
"22254";22254;3144823;"Launaea rarifolia (Oliv. & Hiern) Boulos";"EXACT";"Launaea rarifolia (Oliv. & Hiern) Boulos";449
"22255";22255;3144718;"Launaea sarmentosa (Willd.) Kuntze";"EXACT";"Launaea sarmentosa (Willd.) Kuntze";500
"22256";22256;5392998;"Layia platyglossa (Fisch. & C.A.Mey.) A.Gray";"EXACT";"Layia platyglossa (Fisch. & C.A.Mey.) A.Gray";3608
"22257";22257;7262225;"Lechenaultia biloba Lindl.";"EXACT";"Lechenaultia biloba Lindl.";1119
"22258";22258;7262206;"Lechenaultia formosa R.Br.";"EXACT";"Lechenaultia formosa R.Br.";644
"22259";22259;3158802;"Legousia falcata (Ten.) Fritsch ex Janch.";"EXACT";"Legousia falcata (Ten.) Fritsch ex Janch.";898
"22260";22260;3158788;"Legousia hybrida Delarbre";"EXACT";"Legousia hybrida Delarbre";9585
"22261";22261;3158779;"Legousia pentagonia Thell.";"EXACT";"Legousia pentagonia Thell.";482
"22262";22262;3158770;"Legousia scabra (Lowe) Gamisans";"EXACT";"Legousia scabra (Lowe) Gamisans";2135
"22263";22263;8022456;"Legousia speculum-veneris (L.) Chaix";"EXACT";"Legousia speculum-veneris (L.) Chaix";24612
"22264";22264;3145257;"Leiocarpa brevicompta (F.Muell.) Paul G.Wilson";"EXACT";"Leiocarpa brevicompta (F.Muell.) Paul G.Wilson";848
"22265";22265;8058115;"Leontodon autumnalis Oed.";"EXACT";"Leontodon autumnalis Oed.";11436
"22266";22266;3137498;"Leontodon hispidus L.";"EXACT";"Leontodon hispidus L.";195954
"22267";22267;3137517;"Leontodon saxatilis Lam.";"EXACT";"Leontodon saxatilis Lam.";84212
"22268";22268;3137517;"Leontodon saxatilis subsp. saxatilis";"EXACT";"Leontodon saxatilis subsp. saxatilis";84212
"22269";22269;7997328;"Leontodon taraxacoides Hoppe & Hornsch.";"EXACT";"Leontodon taraxacoides Hoppe & Hornsch.";406
"22270";22270;3140685;"Leontopodium nivale (Ten.) Huet ex Hand.-Mazz.";"EXACT";"Leontopodium nivale (Ten.) Huet ex Hand.-Mazz.";17199
"22271";22271;3140685;"Leontopodium nivale subsp. alpinum (Cass.) Greuter";"EXACT";"Leontopodium nivale subsp. alpinum (Cass.) Greuter";17199
"22272";22272;3125182;"Lepidaploa remotiflora (Rich.) H.Rob.";"EXACT";"Lepidaploa remotiflora (Rich.) H.Rob.";1516
"22273";22273;4933750;"Leptinella dioica Hook.f.";"EXACT";"Leptinella dioica Hook.f.";522
"22274";22274;3097504;"Leptinella squalida Hook.f.";"EXACT";"Leptinella squalida Hook.f.";1172
"22275";22275;3109493;"Leptorhynchos squamatus (Labill.) Less.";"EXACT";"Leptorhynchos squamatus (Labill.) Less.";9944
"22276";22276;3088405;"Leucanthemella serotina (L.) Tzvelev";"EXACT";"Leucanthemella serotina (L.) Tzvelev";459
"22277";22277;3122039;"Leucanthemopsis alpina (L.) V.H.Heywood";"EXACT";"Leucanthemopsis alpina (L.) V.H.Heywood";20576
"22278";22278;8422562;"Leucanthemum atratum DC.";"EXACT";"Leucanthemum atratum DC.";1798
"22279";22279;5400952;"Leucanthemum gaudinii Dalla Torre";"EXACT";"Leucanthemum gaudinii Dalla Torre";272
"22280";22280;5401008;"Leucanthemum ircutianum DC.";"EXACT";"Leucanthemum ircutianum DC.";22392
"22281";22281;5401010;"Leucanthemum lacustre Sampaio";"EXACT";"Leucanthemum lacustre Sampaio";86
"22282";22282;5401002;"Leucanthemum maximum DC.";"EXACT";"Leucanthemum maximum DC.";1723
"22283";22283;5401007;"Leucanthemum superbum (Bergmans ex J.Ingram) D.H.Kent";"EXACT";"Leucanthemum superbum (Bergmans ex J.Ingram) D.H.Kent";1554
"22284";22284;8848598;"Leucanthemum vulgare Lam.";"EXACT";"Leucanthemum vulgare Lam.";431503
"22285";22285;9631847;"Leucosyris parviflora (A.Gray) Pruski & R.L.Hartman";"EXACT";"Leucosyris parviflora (A.Gray) Pruski & R.L.Hartman";275
"22286";22286;3092604;"Leysera tenella DC.";"EXACT";"Leysera tenella DC.";487
"22287";22287;3104265;"Liatris aspera Michx.";"EXACT";"Liatris aspera Michx.";4728
"22288";22288;3104278;"Liatris cylindracea Michx.";"EXACT";"Liatris cylindracea Michx.";1540
"22289";22289;3104285;"Liatris ligulistylis (A.Nelson) K.Schum.";"EXACT";"Liatris ligulistylis (A.Nelson) K.Schum.";1082
"22290";22290;3104349;"Liatris punctata Hook.";"EXACT";"Liatris punctata Hook.";5967
"22291";22291;3104293;"Liatris pycnostachya Michx.";"EXACT";"Liatris pycnostachya Michx.";3189
"22292";22292;3104293;"Liatris pycnostachya var. pycnostachya";"EXACT";"Liatris pycnostachya var. pycnostachya";3189
"22293";22293;3104314;"Liatris spicata Willd.";"EXACT";"Liatris spicata Willd.";3691
"22294";22294;3104295;"Liatris squarrosa Michx.";"EXACT";"Liatris squarrosa Michx.";2507
"22295";22295;5395475;"Ligularia dentata (A.Gray) Hara";"EXACT";"Ligularia dentata (A.Gray) Hara";1107
"22296";22296;5395398;"Ligularia fischeri Turcz.";"EXACT";"Ligularia fischeri Turcz.";1758
"22297";22297;5395559;"Ligularia przewalskii Diels";"EXACT";"Ligularia przewalskii Diels";395
"22298";22298;6445722;"Ligularia sibirica Cass.";"EXACT";"Ligularia sibirica Cass.";2698
"22299";22299;5395542;"Ligularia stenocephala (Maxim.) Matsum. & Koidz.";"EXACT";"Ligularia stenocephala (Maxim.) Matsum. & Koidz.";815
"22300";22300;4241144;"Linzia glabra Steetz";"EXACT";"Linzia glabra Steetz";913
"22301";22301;9395535;"Linzia nigritiana (Oliv. & Hiern) C.Jeffrey";"EXACT";"Linzia nigritiana (Oliv. & Hiern) C.Jeffrey";622
"22302";22302;9365162;"Lipoblepharis urticifolia (Bl.) Orchard";"EXACT";"Lipoblepharis urticifolia (Bl.) Orchard";391
"22303";22303;9507486;"Lipotriche pungens (Oliv. & Hiern) Orchard";"EXACT";"Lipotriche pungens (Oliv. & Hiern) Orchard";212
"22304";22304;9361043;"Lipotriche triternata (Klatt) Orchard";"EXACT";"Lipotriche triternata (Klatt) Orchard";193
"22305";22305;9254355;"Lithotoma axillaris (Lindl.) E.B.Knox";"EXACT";"Lithotoma axillaris (Lindl.) E.B.Knox";1962
"22306";22306;3160243;"Lobelia angulata G.Forst.";"EXACT";"Lobelia angulata G.Forst.";3606
"22307";22307;5408772;"Lobelia appendiculata A.DC.";"EXACT";"Lobelia appendiculata A.DC.";788
"22308";22308;5408269;"Lobelia cardinalis L.";"EXACT";"Lobelia cardinalis L.";16241
"22309";22309;5408632;"Lobelia chevalieri Danguy";"EXACT";"Lobelia chevalieri Danguy";2
"22310";22310;5409093;"Lobelia chinensis Lour.";"EXACT";"Lobelia chinensis Lour.";2219
"22311";22311;5408958;"Lobelia cliffortiana L.";"EXACT";"Lobelia cliffortiana L.";410
"22312";22312;5408087;"Lobelia erinus L.";"EXACT";"Lobelia erinus L.";10028
"22313";22313;5408802;"Lobelia fervens Thunb.";"EXACT";"Lobelia fervens Thunb.";313
"22314";22314;5407933;"Lobelia gruina Cav.";"EXACT";"Lobelia gruina Cav.";663
"22315";22315;5408737;"Lobelia inflata L.";"EXACT";"Lobelia inflata L.";7054
"22316";22316;5408030;"Lobelia kalmii L.";"EXACT";"Lobelia kalmii L.";3676
"22317";22317;5408996;"Lobelia laxiflora Kunth";"EXACT";"Lobelia laxiflora Kunth";4080
"22318";22318;5408682;"Lobelia pedunculata R.Br.";"EXACT";"Lobelia pedunculata R.Br.";2675
"22319";22319;5407951;"Lobelia pinifolia L.";"EXACT";"Lobelia pinifolia L.";725
"22320";22320;5408786;"Lobelia pratiana Gaudich. ex Lammers";"EXACT";"Lobelia pratiana Gaudich. ex Lammers";89
"22321";22321;5407864;"Lobelia pratioides Benth.";"EXACT";"Lobelia pratioides Benth.";1555
"22322";22322;5408342;"Lobelia puberula Michx.";"EXACT";"Lobelia puberula Michx.";2964
"22323";22323;5408220;"Lobelia purpurascens R.Br.";"EXACT";"Lobelia purpurascens R.Br.";16635
"22324";22324;5408775;"Lobelia sessilifolia Lamb.";"EXACT";"Lobelia sessilifolia Lamb.";1150
"22325";22325;5409120;"Lobelia siphilitica L.";"EXACT";"Lobelia siphilitica L.";10124
"22326";22326;5408828;"Lobelia speciosa Sweet";"EXACT";"Lobelia speciosa Sweet";63
"22327";22327;5408750;"Lobelia spicata Lam.";"EXACT";"Lobelia spicata Lam.";5176
"22328";22328;5408516;"Lobelia tupa L.";"EXACT";"Lobelia tupa L.";317
"22329";22329;5408353;"Lobelia urens L.";"EXACT";"Lobelia urens L.";11558
"22330";22330;5408635;"Lobelia zeylanica L.";"EXACT";"Lobelia zeylanica L.";607
"22331";22331;3115878;"Logfia arvensis (L.) Holub";"EXACT";"Logfia arvensis (L.) Holub";22686
"22332";22332;3115857;"Logfia gallica Coss. & Germ.";"EXACT";"Logfia gallica Coss. & Germ.";17242
"22333";22333;3088922;"Logfia minima Dumort.";"EXACT";"Logfia minima Dumort.";50116
"22334";22334;3110810;"Lonas annua Vines & Druce";"EXACT";"Lonas annua Vines & Druce";366
"22335";22335;3150109;"Lygodesmia exigua (A.Gray) A.Gray";"EXACT";"Lygodesmia exigua (A.Gray) A.Gray";613
"22336";22336;3091139;"Lygodesmia juncea (Pursh) Hook.";"EXACT";"Lygodesmia juncea (Pursh) Hook.";1917
"22337";22337;3095447;"Machaeranthera tanacetifolia Nees";"EXACT";"Machaeranthera tanacetifolia Nees";2708
"22338";22338;3140920;"Madia glomerata Hook.";"EXACT";"Madia glomerata Hook.";1760
"22339";22339;8222011;"Madia gracilis (Sm.) D.D.Keck & J.Clausen ex Applegate";"EXACT";"Madia gracilis (Sm.) D.D.Keck & J.Clausen ex Applegate";1998
"22340";22340;3140910;"Madia sativa Molina";"EXACT";"Madia sativa Molina";2317
"22341";22341;5387228;"Malacothrix clevelandii A.Gray";"EXACT";"Malacothrix clevelandii A.Gray";643
"22342";22342;5387210;"Malacothrix fendleri A.Gray";"EXACT";"Malacothrix fendleri A.Gray";453
"22343";22343;3141559;"Mantisalca delestrei Briq. & Cavill.";"EXACT";"Mantisalca delestrei Briq. & Cavill.";63
"22344";22344;3141562;"Mantisalca duriaei Briq. & Cavill.";"EXACT";"Mantisalca duriaei Briq. & Cavill.";367
"22345";22345;3141571;"Mantisalca salmantica Briq. & Cavill.";"EXACT";"Mantisalca salmantica Briq. & Cavill.";7691
"22346";22346;3103817;"Matricaria aurea Sch.Bip.";"EXACT";"Matricaria aurea Sch.Bip.";1282
"22347";22347;8370958;"Matricaria chamomilla L.";"EXACT";"Matricaria chamomilla L.";159459
"22348";22348;3103791;"Matricaria discoidea DC.";"EXACT";"Matricaria discoidea DC.";245392
"22349";22349;8153180;"Matricaria grandiflora K.Koch";"EXACT";"Matricaria grandiflora K.Koch";9
"22350";22350;3096529;"Mauranthemum paludosum (Poir.) R.Vogt & Oberpr.";"EXACT";"Mauranthemum paludosum (Poir.) R.Vogt & Oberpr.";2379
"22351";22351;3138974;"Melampodium cinereum DC.";"EXACT";"Melampodium cinereum DC.";1055
"22352";22352;3138989;"Melampodium diffusum Cass.";"EXACT";"Melampodium diffusum Cass.";130
"22353";22353;3138949;"Melampodium divaricatum DC.";"EXACT";"Melampodium divaricatum DC.";5399
"22354";22354;3139002;"Melampodium longicorne A.Gray";"EXACT";"Melampodium longicorne A.Gray";206
"22355";22355;8096656;"Melampodium longifolium Cerv. ex Cav.";"EXACT";"Melampodium longifolium Cerv. ex Cav.";292
"22356";22356;3139003;"Melampodium montanum Benth.";"EXACT";"Melampodium montanum Benth.";877
