"";"speciesKey";"scientificName";"matchType";"Orig_name"
"7730";"1385792";"Sympiesis stigmatipennis Girault, 1917";"EXACT";"Sympiesis stigmatipennis Girault, 1917"
"7731";"1385774";"Sympiesis vagans (Timberlake, 1926)";"EXACT";"Sympiesis vagans (Timberlake, 1926)"
"7732";"1385756";"Sympiesis viridula (Thomson, 1878)";"EXACT";"Sympiesis viridula (Thomson, 1878)"
"7733";"1377532";"Syrphophagus aphidivorus (Mayr, 1876)";"EXACT";"Syrphophagus aphidivorus (Mayr, 1876)"
"7734";"1369406";"Systole foeniculi Otten, 1941";"EXACT";"Systole foeniculi Otten, 1941"
"7735";"8879269";"Systole geniculata Forster, 1861";"EXACT";"Systole geniculata Forster, 1861"
"7736";"1249538";"Szepligetella sericea (Cameron, 1883)";"EXACT";"Szepligetella sericea (Cameron, 1883)"
"7737";"1373352";"Tachinaephagus zealandicus Ashmead, 1904";"EXACT";"Tachinaephagus zealandicus Ashmead, 1904"
"7738";"6128927";"Tachypompilus analis (Fabricius, 1781)";"EXACT";"Tachypompilus analis (Fabricius, 1781)"
"7739";"7494042";"Tachysphex apicalis Fox, 1893";"EXACT";"Tachysphex apicalis Fox, 1893"
"7740";"6129446";"Tachysphex morosus (F.Smith, 1858)";"EXACT";"Tachysphex morosus (F.Smith, 1858)"
"7741";"7684308";"Tachytes aurulentus (Fabricius, 1804)";"EXACT";"Tachytes aurulentus (Fabricius, 1804)"
"7742";"1388189";"Tamarixia radiata (Waterston, 1922)";"EXACT";"Tamarixia radiata (Waterston, 1922)"
"7743";"1316873";"Tapinoma indicum Forel, 1895";"EXACT";"Tapinoma indicum Forel, 1895"
"7744";"1316786";"Tapinoma litorale Wheeler, 1905";"EXACT";"Tapinoma litorale Wheeler, 1905"
"7745";"1316805";"Tapinoma melanocephalum (Fabricius, 1793)";"EXACT";"Tapinoma melanocephalum (Fabricius, 1793)"
"7746";"4504757";"Tapinoma nigerrimum (Nylander, 1856)";"EXACT";"Tapinoma nigerrimum (Nylander, 1856)"
"7747";"1316838";"Tapinoma pallipes Smith, 1876";"EXACT";"Tapinoma pallipes Smith, 1876"
"7748";"1316799";"Tapinoma sessile (Say, 1836)";"EXACT";"Tapinoma sessile (Say, 1836)"
"7749";"1316856";"Tapinoma simrothi Krausse, 1911";"EXACT";"Tapinoma simrothi Krausse, 1911"
"7750";"1320126";"Technomyrmex albipes (Smith, 1861)";"EXACT";"Technomyrmex albipes (Smith, 1861)"
"7751";"9349207";"Technomyrmex brunneus Forel, 1895";"EXACT";"Technomyrmex brunneus Forel, 1895"
"7752";"1320123";"Technomyrmex detorquens (Walker, 1859)";"EXACT";"Technomyrmex detorquens (Walker, 1859)"
"7753";"7834716";"Technomyrmex difficilis Forel, 1892";"EXACT";"Technomyrmex difficilis Forel, 1892"
"7754";"1320091";"Technomyrmex jocosus Forel, 1910";"EXACT";"Technomyrmex jocosus Forel, 1910"
"7755";"7664179";"Technomyrmex vitiensis Mann, 1921";"EXACT";"Technomyrmex vitiensis Mann, 1921"
"7756";"6128595";"Telenomus beneficiens (Zehntner, 1896)";"EXACT";"Telenomus beneficiens (Zehntner, 1896)"
"7757";"4513246";"Telenomus busseolae Gahan, 1922";"EXACT";"Telenomus busseolae Gahan, 1922"
"7758";"6128599";"Telenomus dignus (Gahan, 1925)";"EXACT";"Telenomus dignus (Gahan, 1925)"
"7759";"6128597";"Telenomus remus Nixon, 1937";"EXACT";"Telenomus remus Nixon, 1937"
"7760";"5029209";"Temelucha interruptor (Gravenhorst, 1829)";"EXACT";"Temelucha interruptor (Gravenhorst, 1829)"
"7761";"9840903";"Temnothorax longispinosus";"EXACT";"Temnothorax longispinosus"
"7762";"7569358";"Temnothorax unifasciatus (Latreille, 1798)";"EXACT";"Temnothorax unifasciatus (Latreille, 1798)"
"7763";"8086080";"Tenthredo pini Linnaeus, 1758";"EXACT";"Tenthredo pini Linnaeus, 1758"
"7764";"1373139";"Tetracnemoidea brevicornis (Girault, 1915)";"EXACT";"Tetracnemoidea brevicornis (Girault, 1915)"
"7765";"1373130";"Tetracnemoidea peregrina (Compere, 1939)";"EXACT";"Tetracnemoidea peregrina (Compere, 1939)"
"7766";"1373152";"Tetracnemoidea sydneyensis (Timberlake, 1929)";"EXACT";"Tetracnemoidea sydneyensis (Timberlake, 1929)"
"7767";"1368734";"Tetramesa albomaculatum (Ashmead, 1894)";"EXACT";"Tetramesa albomaculatum (Ashmead, 1894)"
"7768";"1368870";"Tetramesa hordei (Harris, 1830)";"EXACT";"Tetramesa hordei (Harris, 1830)"
"7769";"1368941";"Tetramesa linearis (Walker, 1832)";"EXACT";"Tetramesa linearis (Walker, 1832)"
"7770";"1369016";"Tetramesa maderae (Walker, 1849)";"EXACT";"Tetramesa maderae (Walker, 1849)"
"7771";"4502523";"Tetramesa phragmitis (Erdos, 1952)";"EXACT";"Tetramesa phragmitis (Erdos, 1952)"
"7772";"1368812";"Tetramesa romana (Walker, 1873)";"EXACT";"Tetramesa romana (Walker, 1873)"
"7773";"1369029";"Tetramesa swezeyi (Phillips & Poos, 1922)";"EXACT";"Tetramesa swezeyi (Phillips & Poos, 1922)"
"7774";"1368753";"Tetramesa tritici (Fitch, 1859)";"EXACT";"Tetramesa tritici (Fitch, 1859)"
"7775";"1323402";"Tetramorium bicarinatum (Nylander, 1846)";"EXACT";"Tetramorium bicarinatum (Nylander, 1846)"
"7776";"1323381";"Tetramorium caespitum (Linnaeus, 1758)";"EXACT";"Tetramorium caespitum (Linnaeus, 1758)"
"7777";"1323493";"Tetramorium caldarium (Roger, 1857)";"EXACT";"Tetramorium caldarium (Roger, 1857)"
"7778";"1323129";"Tetramorium delagoense Forel, 1894";"EXACT";"Tetramorium delagoense Forel, 1894"
"7779";"1323479";"Tetramorium grassii Emery, 1895";"EXACT";"Tetramorium grassii Emery, 1895"
"7780";"10114596";"Tetramorium immigrans Santschi, 1927";"EXACT";"Tetramorium immigrans Santschi, 1927"
"7781";"1323247";"Tetramorium insolens (Smith, 1861)";"EXACT";"Tetramorium insolens (Smith, 1861)"
"7782";"1323490";"Tetramorium kraepelini Forel, 1905";"EXACT";"Tetramorium kraepelini Forel, 1905"
"7783";"1323448";"Tetramorium lanuginosum Mayr, 1870";"EXACT";"Tetramorium lanuginosum Mayr, 1870"
"7784";"1323363";"Tetramorium lucayanum Wheeler, 1905";"EXACT";"Tetramorium lucayanum Wheeler, 1905"
"7785";"1323405";"Tetramorium obesum Andre, 1887";"EXACT";"Tetramorium obesum Andre, 1887"
"7786";"8366347";"Tetramorium pacificum Mayr, 1870";"EXACT";"Tetramorium pacificum Mayr, 1870"
"7787";"1323282";"Tetramorium pauper Forel, 1907";"EXACT";"Tetramorium pauper Forel, 1907"
"7788";"1323505";"Tetramorium sericeiventre Emery, 1877";"EXACT";"Tetramorium sericeiventre Emery, 1877"
"7789";"1323414";"Tetramorium simillimum (Smith, 1851)";"EXACT";"Tetramorium simillimum (Smith, 1851)"
"7790";"1323360";"Tetramorium smithi Mayr, 1879";"EXACT";"Tetramorium smithi Mayr, 1879"
"7791";"1323327";"Tetramorium spinosum (Pergande, 1896)";"EXACT";"Tetramorium spinosum (Pergande, 1896)"
"7792";"1323290";"Tetramorium steinheili Forel, 1892";"EXACT";"Tetramorium steinheili Forel, 1892"
"7793";"1323526";"Tetramorium tonganum Mayr, 1870";"EXACT";"Tetramorium tonganum Mayr, 1870"
"7794";"1323469";"Tetramorium tsushimae Emery, 1925";"EXACT";"Tetramorium tsushimae Emery, 1925"
"7795";"1319260";"Tetraponera allaborans (Walker, 1859)";"EXACT";"Tetraponera allaborans (Walker, 1859)"
"7796";"1388357";"Tetrastichomyia clisiocampae (Ashmead, 1894)";"EXACT";"Tetrastichomyia clisiocampae (Ashmead, 1894)"
"7797";"6129469";"Tetrastichus brontispae (Ferrière, 1933)";"EXACT";"Tetrastichus brontispae (Ferrière, 1933)"
"7798";"1381543";"Tetrastichus clito (Walker, 1840)";"EXACT";"Tetrastichus clito (Walker, 1840)"
"7799";"1381895";"Tetrastichus coeruleus (Nees, 1834)";"EXACT";"Tetrastichus coeruleus (Nees, 1834)"
"7800";"1381771";"Tetrastichus crioceridis Graham, 1983";"EXACT";"Tetrastichus crioceridis Graham, 1983"
"7801";"1381605";"Tetrastichus giffardianus Silvestri, 1915";"EXACT";"Tetrastichus giffardianus Silvestri, 1915"
"7802";"1381877";"Tetrastichus julis (Walker, 1839)";"EXACT";"Tetrastichus julis (Walker, 1839)"
"7803";"1391039";"Theocolax elegans (Westwood, 1874)";"EXACT";"Theocolax elegans (Westwood, 1874)"
"7804";"1391058";"Theocolax formiciformis Westwood, 1832";"EXACT";"Theocolax formiciformis Westwood, 1832"
"7805";"1296761";"Theroscopus rufulus (Gmelin, 1790)";"EXACT";"Theroscopus rufulus (Gmelin, 1790)"
"7806";"1383915";"Thripobius javae (Girault, 1917)";"EXACT";"Thripobius javae (Girault, 1917)"
"7807";"1379219";"Tineophoctonus armatus (Ashmead, 1888)";"EXACT";"Tineophoctonus armatus (Ashmead, 1888)"
"7808";"8814506";"Tiphia asericae Allen & Jaynes";"EXACT";"Tiphia asericae Allen & Jaynes"
"7809";"1312352";"Tiphia popilliavora Rohwer";"EXACT";"Tiphia popilliavora Rohwer"
"7810";"9130556";"Tiphia segregata Crawford";"EXACT";"Tiphia segregata Crawford"
"7811";"8984942";"Tiphia vernalis Rohwer";"EXACT";"Tiphia vernalis Rohwer"
"7812";"1372132";"Torymus advenus (Osten-Sacken, 1870)";"EXACT";"Torymus advenus (Osten-Sacken, 1870)"
"7813";"1371434";"Torymus sinensis Kamijo, 1982";"EXACT";"Torymus sinensis Kamijo, 1982"
"7814";"1372102";"Torymus varians (Walker, 1833)";"EXACT";"Torymus varians (Walker, 1833)"
"7815";"5038409";"Trachelus labidus (Fabrisius)";"EXACT";"Trachelus labidus (Fabrisius)"
"7816";"5759865";"Trachelus tabidus (Fabricius, 1775)";"EXACT";"Trachelus tabidus (Fabricius, 1775)"
"7817";"1326457";"Trachymyrmex jamaicensis (Andre, 1893)";"EXACT";"Trachymyrmex jamaicensis (Andre, 1893)"
"7818";"1280083";"Trathala flavoorbitalis (Cameron, 1907)";"EXACT";"Trathala flavoorbitalis (Cameron, 1907)"
"7819";"1358461";"Tremex columba (Linnaeus)";"EXACT";"Tremex columba (Linnaeus)"
"7820";"4492220";"Tremex fuscicornis (Fabricius, 1787)";"EXACT";"Tremex fuscicornis (Fabricius, 1787)"
"7821";"1398002";"Trichilogaster acaciaelongifoliae (Froggatt, 1892)";"EXACT";"Trichilogaster acaciaelongifoliae (Froggatt, 1892)"
"7822";"1398961";"Trichogramma achaeae Nagaraja & Nagarkatti, 1970";"EXACT";"Trichogramma achaeae Nagaraja & Nagarkatti, 1970"
"7823";"1398894";"Trichogramma brassicae Bezdenko, 1968";"EXACT";"Trichogramma brassicae Bezdenko, 1968"
"7824";"1398814";"Trichogramma chilonis Ishii, 1941";"EXACT";"Trichogramma chilonis Ishii, 1941"
"7825";"1398762";"Trichogramma dendrolimi Matsumura, 1926";"EXACT";"Trichogramma dendrolimi Matsumura, 1926"
"7826";"1398771";"Trichogramma evanescens Westwood, 1833";"EXACT";"Trichogramma evanescens Westwood, 1833"
"7827";"1398881";"Trichogramma funiculatum Carver, 1978";"EXACT";"Trichogramma funiculatum Carver, 1978"
"7828";"1398846";"Trichogramma japonicum Ashmead, 1904";"EXACT";"Trichogramma japonicum Ashmead, 1904"
"7829";"1398920";"Trichogramma minutum Riley, 1871";"EXACT";"Trichogramma minutum Riley, 1871"
"7830";"1398725";"Trichogramma ostriniae Pang & Chen, 1974";"EXACT";"Trichogramma ostriniae Pang & Chen, 1974"
"7831";"1398901";"Trichogramma papilionis Nagarkatti, 1974";"EXACT";"Trichogramma papilionis Nagarkatti, 1974"
"7832";"1398877";"Trichogramma perkinsi Girault, 1912";"EXACT";"Trichogramma perkinsi Girault, 1912"
"7833";"1398826";"Trichogramma pretiosum Riley, 1879";"EXACT";"Trichogramma pretiosum Riley, 1879"
"7834";"1398349";"Trichogrammatoidea bactrae Nagaraja, 1979";"EXACT";"Trichogrammatoidea bactrae Nagaraja, 1979"
"7835";"1394505";"Trichomalopsis albopilosus (Graham, 1969)";"EXACT";"Trichomalopsis albopilosus (Graham, 1969)"
"7836";"1394461";"Trichomalopsis hemiptera (Walker, 1835)";"EXACT";"Trichomalopsis hemiptera (Walker, 1835)"
"7837";"1394495";"Trichomalopsis peregrina (Graham, 1969)";"EXACT";"Trichomalopsis peregrina (Graham, 1969)"
"7838";"1394442";"Trichomalopsis subapterus (Riley, 1885)";"EXACT";"Trichomalopsis subapterus (Riley, 1885)"
"7839";"5047614";"Trichomalus perfectus (Walker, 1835)";"EXACT";"Trichomalus perfectus (Walker, 1835)"
"7840";"8290304";"Trichomalus statutus (Forster, 1841)";"EXACT";"Trichomalus statutus (Forster, 1841)"
"7841";"1374612";"Trichomasthus mexicanus (Girault, 1917)";"EXACT";"Trichomasthus mexicanus (Girault, 1917)"
"7842";"1374596";"Trichomasthus portoricensis (Crawford, 1913)";"EXACT";"Trichomasthus portoricensis (Crawford, 1913)"
"7843";"9114704";"Trichomyrmex mayri Forel, 1902";"EXACT";"Trichomyrmex mayri Forel, 1902"
"7844";"9183418";"Trichomyrmex robustior (Forel, 1892)";"EXACT";"Trichomyrmex robustior (Forel, 1892)"
"7845";"1382142";"Trichospilus diatraeae Cherian & Margabandhu, 1942";"EXACT";"Trichospilus diatraeae Cherian & Margabandhu, 1942"
"7846";"1308992";"Trichosteresis glabra (Boheman, 1832)";"EXACT";"Trichosteresis glabra (Boheman, 1832)"
"7847";"6128581";"Trichrysis luzonica (Mocsary, 1889)";"EXACT";"Trichrysis luzonica (Mocsary, 1889)"
"7848";"6128580";"Trichrysis triacantha (Mocsary, 1889)";"EXACT";"Trichrysis triacantha (Mocsary, 1889)"
"7849";"7924112";"Trimorus therycides (Walker, 1836)";"EXACT";"Trimorus therycides (Walker, 1836)"
"7850";"1263505";"Trioxys complanatus Quilis, 1931";"EXACT";"Trioxys complanatus Quilis, 1931"
"7851";"1263538";"Trioxys pallidus (Haliday, 1833)";"EXACT";"Trioxys pallidus (Haliday, 1833)"
"7852";"1263547";"Trioxys tenuicaudus Stary, 1978";"EXACT";"Trioxys tenuicaudus Stary, 1978"
"7853";"1402784";"Trissolcus basalis (Wollaston, 1858)";"EXACT";"Trissolcus basalis (Wollaston, 1858)"
"7854";"8627169";"Trissolcus brochymenae";"EXACT";"Trissolcus brochymenae"
"7855";"4671184";"Trissolcus mitsukurii";"EXACT";"Trissolcus mitsukurii"
"7856";"8571289";"Trissolcus teretis Johnson";"EXACT";"Trissolcus teretis Johnson"
"7857";"1392135";"Tritneptis klugii (Ratzeburg, 1844)";"EXACT";"Tritneptis klugii (Ratzeburg, 1844)"
"7858";"1304172";"Tromatobia ovivora (Boheman, 1821)";"EXACT";"Tromatobia ovivora (Boheman, 1821)"
"7859";"4498012";"Trybliographa rapae (Westwood, 1835)";"EXACT";"Trybliographa rapae (Westwood, 1835)"
"7860";"8048896";"Trypoxylon bicolor Smith, 1856";"EXACT";"Trypoxylon bicolor Smith, 1856"
"7861";"1275240";"Tycherus nigridens (Wesmael, 1845)";"EXACT";"Tycherus nigridens (Wesmael, 1845)"
"7862";"4492212";"Urocerus albicornis (Fabricius, 1781)";"EXACT";"Urocerus albicornis (Fabricius, 1781)"
"7863";"4492211";"Urocerus californicus Norton, 1869";"EXACT";"Urocerus californicus Norton, 1869"
"7864";"8677759";"Urocerus flavicornis Fabricius, 1781";"EXACT";"Urocerus flavicornis Fabricius, 1781"
"7865";"4492208";"Urocerus gigas (Linnaeus, 1758)";"EXACT";"Urocerus gigas (Linnaeus, 1758)"
"7866";"4492202";"Urocerus sah (Mocsáry, 1881)";"EXACT";"Urocerus sah (Mocsáry, 1881)"
"7867";"1397455";"Urolepis rufipes (Ashmead, 1896)";"EXACT";"Urolepis rufipes (Ashmead, 1896)"
"7868";"1255813";"Urosigalphus bruchi Crawford, 1907";"EXACT";"Urosigalphus bruchi Crawford, 1907"
"7869";"1398629";"Uscana johnstoni (Waterston, 1926)";"EXACT";"Uscana johnstoni (Waterston, 1926)"
"7870";"1398651";"Uscana semifumipennis Girault, 1911";"EXACT";"Uscana semifumipennis Girault, 1911"
"7871";"5028499";"Venturia canescens (Gravenhorst, 1829)";"EXACT";"Venturia canescens (Gravenhorst, 1829)"
"7872";"5028608";"Venturia palmaris (Wilkinson, 1928)";"EXACT";"Venturia palmaris (Wilkinson, 1928)"
"7873";"1311527";"Vespa crabro Linnaeus";"EXACT";"Vespa crabro Linnaeus"
"7874";"10212955";"Vespa orientalis Fabricius, 1761";"EXACT";"Vespa orientalis Fabricius, 1761"
"7875";"1311804";"Vespa parietum Linnaeus, 1758";"EXACT";"Vespa parietum Linnaeus, 1758"
"7876";"1311401";"Vespa simillima Smith, 1868";"EXACT";"Vespa simillima Smith, 1868"
"7877";"1311477";"Vespa velutina Lepeletier, 1836";"EXACT";"Vespa velutina Lepeletier, 1836"
"7878";"1311477";"Vespa velutina nigrithorax Buysson, 1905";"EXACT";"Vespa velutina nigrithorax Buysson, 1905"
"7879";"1311649";"Vespula germanica (Fabricius, 1793)";"EXACT";"Vespula germanica (Fabricius, 1793)"
"7880";"1311698";"Vespula pensylvanica (de Saussure, 1857)";"EXACT";"Vespula pensylvanica (de Saussure, 1857)"
"7881";"1311676";"Vespula rufa (Linnaeus, 1758)";"EXACT";"Vespula rufa (Linnaeus, 1758)"
"7882";"1311671";"Vespula vulgaris (Linnaeus, 1758)";"EXACT";"Vespula vulgaris (Linnaeus, 1758)"
"7883";"1318740";"Vollenhovia emeryi Wheeler, 1906";"EXACT";"Vollenhovia emeryi Wheeler, 1906"
"7884";"1318738";"Vollenhovia nipponica Kinomura & Yamauchi, 1992";"EXACT";"Vollenhovia nipponica Kinomura & Yamauchi, 1992"
"7885";"1279672";"Vulgichneumon diminutus (Matsumura, 1912)";"EXACT";"Vulgichneumon diminutus (Matsumura, 1912)"
"7886";"1359395";"Walkerella microcarpae Boucek, 1993";"EXACT";"Walkerella microcarpae Boucek, 1993"
"7887";"1315391";"Wasmannia auropunctata (Roger, 1863)";"EXACT";"Wasmannia auropunctata (Roger, 1863)"
"7888";"1308850";"Woldstedtius flavolineatus (Gravenhorst, 1829)";"EXACT";"Woldstedtius flavolineatus (Gravenhorst, 1829)"
"7889";"1278586";"Xanthopimpla citrina (Holmgren, 1868)";"EXACT";"Xanthopimpla citrina (Holmgren, 1868)"
"7890";"1278566";"Xanthopimpla punctata (Fabricius, 1781)";"EXACT";"Xanthopimpla punctata (Fabricius, 1781)"
"7891";"1278451";"Xanthopimpla rhopaloceros Krieger, 1915";"EXACT";"Xanthopimpla rhopaloceros Krieger, 1915"
"7892";"1278690";"Xanthopimpla stemmator (Thunberg, 1822)";"EXACT";"Xanthopimpla stemmator (Thunberg, 1822)"
"7893";"1376455";"Xenoencyrtus niger Riek, 1962";"EXACT";"Xenoencyrtus niger Riek, 1962"
"7894";"1286946";"Xenolytus bitinctus (Gmelin, 1790)";"EXACT";"Xenolytus bitinctus (Gmelin, 1790)"
"7895";"4492395";"Xiphydria prolongata (Geoffroy, 1785)";"EXACT";"Xiphydria prolongata (Geoffroy, 1785)"
"7896";"1342422";"Xylocopa appendiculata Smith, 1852";"EXACT";"Xylocopa appendiculata Smith, 1852"
"7897";"9016167";"Xylocopa sonorina Smith, 1874";"EXACT";"Xylocopa sonorina Smith, 1874"
"7898";"1342335";"Xylocopa tabaniformis Smith, 1854";"EXACT";"Xylocopa tabaniformis Smith, 1854"
"7899";"1342335";"Xylocopa tabaniformis parkinsoniae Cockerell, 1917";"EXACT";"Xylocopa tabaniformis parkinsoniae Cockerell, 1917"
"7900";"1342349";"Xylocopa tranquebarorum (Swederus, 1787)";"EXACT";"Xylocopa tranquebarorum (Swederus, 1787)"
"7901";"1257577";"Yelicones delicatus (Cresson, 1872)";"EXACT";"Yelicones delicatus (Cresson, 1872)"
"7902";"1385395";"Zagrammosoma flavolineatum Crawford, 1913";"EXACT";"Zagrammosoma flavolineatum Crawford, 1913"
"7903";"1375741";"Zaomma lambinus (Walker, 1838)";"EXACT";"Zaomma lambinus (Walker, 1838)"
"7904";"1374403";"Zarhopalus sheldoni Ashmead, 1900";"EXACT";"Zarhopalus sheldoni Ashmead, 1900"
"7905";"5036624";"Zeta argillaceum (Linnaeus, 1758)";"EXACT";"Zeta argillaceum (Linnaeus, 1758)"
"7906";"1920621";"Abaeis nicippe (Cramer, 1779)";"EXACT";"Abaeis nicippe (Cramer, 1779)"
"7907";"4527322";"Acalyptris platani (Muller-Rutz, 1934)";"EXACT";"Acalyptris platani (Muller-Rutz, 1934)"
"7908";"4531687";"Acentria ephemerella (Denis & Schiffermuller, 1775)";"EXACT";"Acentria ephemerella (Denis & Schiffermuller, 1775)"
"7909";"8274236";"Achaea ablunaris (Guenée, 1852)";"EXACT";"Achaea ablunaris (Guenée, 1852)"
"7910";"5113950";"Achaea janata (Linnaeus, 1758)";"EXACT";"Achaea janata (Linnaeus, 1758)"
"7911";"10103008";"Acharia apicalis";"EXACT";"Acharia apicalis"
"7912";"1870988";"Achroia grisella (Fabricius, 1794)";"EXACT";"Achroia grisella (Fabricius, 1794)"
"7913";"1892462";"Achyra affinitalis Lederer, 1863";"EXACT";"Achyra affinitalis Lederer, 1863"
"7914";"1892478";"Achyra similalis Guenée, 1854";"EXACT";"Achyra similalis Guenée, 1854"
"7915";"1739816";"Acleris comariana (Lienig & Zeller, 1846)";"EXACT";"Acleris comariana (Lienig & Zeller, 1846)"
"7916";"1739922";"Acleris forsskaleana (Linnaeus, 1758)";"EXACT";"Acleris forsskaleana (Linnaeus, 1758)"
"7917";"1740069";"Acleris holmiana (Linnaeus, 1758)";"EXACT";"Acleris holmiana (Linnaeus, 1758)"
"7918";"1739837";"Acleris undulana (Walsingham, 1900)";"EXACT";"Acleris undulana (Walsingham, 1900)"
"7919";"1739833";"Acleris variegana (Denis & Schiffermuller, 1775)";"EXACT";"Acleris variegana (Denis & Schiffermuller, 1775)"
"7920";"9038042";"Acontia candefacta (Hubner, 1831)";"EXACT";"Acontia candefacta (Hubner, 1831)"
"7921";"1763851";"Acrapex exanimis Meyr, 1899";"EXACT";"Acrapex exanimis Meyr, 1899"
"7922";"1750928";"Acrocercops alysidota (Meyrick, 1880)";"EXACT";"Acrocercops alysidota (Meyrick, 1880)"
"7923";"1750889";"Acrocercops laciniella (Meyrick, 1880)";"EXACT";"Acrocercops laciniella (Meyrick, 1880)"
"7924";"1829533";"Acrolepia assectella Zeller, 1839";"EXACT";"Acrolepia assectella Zeller, 1839"
"7925";"4525339";"Acrolepiopsis assectella (Zeller, 1839)";"EXACT";"Acrolepiopsis assectella (Zeller, 1839)"
"7926";"1792289";"Actinotia hyperici Schiffermüller, 1775";"EXACT";"Actinotia hyperici Schiffermüller, 1775"
"7927";"1740469";"Adoxophyes privatana Walker, 1863";"EXACT";"Adoxophyes privatana Walker, 1863"
"7928";"1738273";"Aethes rubiginana (Walsingham, 1903)";"EXACT";"Aethes rubiginana (Walsingham, 1903)"
"7929";"8420632";"Aethes rutilana (Hubner, 1817)";"EXACT";"Aethes rutilana (Hubner, 1817)"
"7930";"5102931";"Agapeta zoegana (Linnaeus, 1767)";"EXACT";"Agapeta zoegana (Linnaeus, 1767)"
"7931";"1888554";"Agassiziella angulipennis Hampson, 1891";"EXACT";"Agassiziella angulipennis Hampson, 1891"
"7932";"5127090";"Agathodes designalis Guenée, 1854";"EXACT";"Agathodes designalis Guenée, 1854"
"7933";"1798305";"Aglaonice hirtipalpis Walker, 1858";"EXACT";"Aglaonice hirtipalpis Walker, 1858"
"7934";"1877988";"Aglossa caprealis (Hubner, 1809)";"EXACT";"Aglossa caprealis (Hubner, 1809)"
"7935";"1877989";"Aglossa dimidiatus (Haworth, 1809)";"EXACT";"Aglossa dimidiatus (Haworth, 1809)"
"7936";"1877941";"Aglossa pinguinalis (Linnaeus, 1758)";"EXACT";"Aglossa pinguinalis (Linnaeus, 1758)"
"7937";"1840346";"Agonopterix alstroemeriana Clerck, 1759";"EXACT";"Agonopterix alstroemeriana Clerck, 1759"
"7938";"1840360";"Agonopterix nervosa (Haworth, 1811)";"EXACT";"Agonopterix nervosa (Haworth, 1811)"
"7939";"1840601";"Agonopterix ulicetella Stainton, 1849";"EXACT";"Agonopterix ulicetella Stainton, 1849"
"7940";"1840571";"Agonopterix umbellana (Fabricius, 1794)";"EXACT";"Agonopterix umbellana (Fabricius, 1794)"
"7941";"1853141";"Agonoxena argaula Meyrick, 1921";"EXACT";"Agonoxena argaula Meyrick, 1921"
"7942";"1907711";"Agraulis vanillae Linnaeus, 1758";"EXACT";"Agraulis vanillae Linnaeus, 1758"
"7943";"5123636";"Agrius cingulata Fabricius, 1775";"EXACT";"Agrius cingulata Fabricius, 1775"
"7944";"1790084";"Agrochola lota (Clerck, 1759)";"EXACT";"Agrochola lota (Clerck, 1759)"
"7945";"1771245";"Agrotis ipsilon (Hufnagel, 1766)";"EXACT";"Agrotis ipsilon (Hufnagel, 1766)"
"7946";"1771040";"Agrotis segetum (Denis & Schiffermuller, 1775)";"EXACT";"Agrotis segetum (Denis & Schiffermuller, 1775)"
"7947";"1771094";"Agrotis subterranea Fabricius, 1794";"EXACT";"Agrotis subterranea Fabricius, 1794"
"7948";"6199358";"Aletia languida Walker, 1858";"EXACT";"Aletia languida Walker, 1858"
"7949";"1992455";"Alucita objurgatella Walsingham, 1907";"EXACT";"Alucita objurgatella Walsingham, 1907"
"7950";"1736854";"Amorbia emigratella Busck, 1910";"EXACT";"Amorbia emigratella Busck, 1910"
"7951";"1766210";"Amphipyra tragopoginis (Clerck, 1759)";"EXACT";"Amphipyra tragopoginis (Clerck, 1759)"
"7952";"1873071";"Amyelois transitella (Walker, 1863)";"EXACT";"Amyelois transitella (Walker, 1863)"
"7953";"1848273";"Anacampsis populella (Clerck, 1759)";"EXACT";"Anacampsis populella (Clerck, 1759)"
"7954";"1847640";"Anarsia lineatella Zeller, 1839";"EXACT";"Anarsia lineatella Zeller, 1839"
"7955";"4534166";"Anarta trifolii (Hufnagel, 1766)";"EXACT";"Anarta trifolii (Hufnagel, 1766)"
"7956";"5128005";"Anartia fatima Fabricius, 1793";"EXACT";"Anartia fatima Fabricius, 1793"
"7957";"5128019";"Anartia lytraea Godart, 1819";"EXACT";"Anartia lytraea Godart, 1819"
"7958";"4529738";"Anatrachyntis badia (Hodges, 1962)";"EXACT";"Anatrachyntis badia (Hodges, 1962)"
"7959";"1842814";"Anatrachyntis incertulella Walker, 1864";"EXACT";"Anatrachyntis incertulella Walker, 1864"
"7960";"4529735";"Anatrachyntis rileyi (Walsingham, 1882)";"EXACT";"Anatrachyntis rileyi (Walsingham, 1882)"
"7961";"4529740";"Anatrachyntis simplex (Walsingham, 1891)";"EXACT";"Anatrachyntis simplex (Walsingham, 1891)"
"7962";"5103227";"Ancylis comptana (Frolich, 1828)";"EXACT";"Ancylis comptana (Frolich, 1828)"
"7963";"1883038";"Ancylostomia stercorea Zeller, 1848";"EXACT";"Ancylostomia stercorea Zeller, 1848"
"7964";"1849007";"Anisoplaca cosmia Bradley, 1956";"EXACT";"Anisoplaca cosmia Bradley, 1956"
"7965";"1785072";"Anomis flava (Fabricius, 1775)";"EXACT";"Anomis flava (Fabricius, 1775)"
"7966";"1784957";"Anomis luridula Guenée, 1852";"EXACT";"Anomis luridula Guenée, 1852"
"7967";"1858615";"Anstenoptilia marmarodactyla (Dyar, 1902)";"EXACT";"Anstenoptilia marmarodactyla (Dyar, 1902)"
