"";"speciesKey";"scientificName";"matchType";"Orig_name";"nRecords"
"3354";"1189261";"Scolytus pygmaeus (Fabricius & J.C., 1787)";"EXACT";"Scolytus pygmaeus (Fabricius & J.C., 1787)";256
"3355";"1189484";"Scolytus rugulosus Mueller, 1818";"EXACT";"Scolytus rugulosus Mueller, 1818";1821
"3356";"1189320";"Scolytus scarabaeoides Bernard, 1788";"EXACT";"Scolytus scarabaeoides Bernard, 1788";178
"3357";"1189355";"Scolytus scolytus (Fabricius & J.C., 1775)";"EXACT";"Scolytus scolytus (Fabricius & J.C., 1775)";907
"3358";"4474984";"Scybalicus oblongiusculus (Dejean, 1829)";"EXACT";"Scybalicus oblongiusculus (Dejean, 1829)";125
"3359";"10497239";"Scymbalium laetum (Blackburn, 1888)";"EXACT";"Scymbalium laetum (Blackburn, 1888)";1
"3360";"1043156";"Scymnobius bilucernarius (Mulsant, 1850)";"EXACT";"Scymnobius bilucernarius (Mulsant, 1850)";121
"3361";"1043125";"Scymnodes lividigaster (Mulsant, 1853)";"EXACT";"Scymnodes lividigaster (Mulsant, 1853)";551
"3362";"4990037";"Scymnus dorcatomoides Weise, 1879";"EXACT";"Scymnus dorcatomoides Weise, 1879";339
"3363";"4990008";"Scymnus horni Gorham, 1897";"EXACT";"Scymnus horni Gorham, 1897";34
"3364";"4989930";"Scymnus impexus Mulsant, 1850";"EXACT";"Scymnus impexus Mulsant, 1850";76
"3365";"4989998";"Scymnus levaillanti Mulsant, 1850";"EXACT";"Scymnus levaillanti Mulsant, 1850";101
"3366";"4989989";"Scymnus loewii Mulsant, 1850";"EXACT";"Scymnus loewii Mulsant, 1850";278
"3367";"4989982";"Scymnus margipallens Mulsant, 1850";"EXACT";"Scymnus margipallens Mulsant, 1850";0
"3368";"4990001";"Scymnus notescens (Blackburn, 1889)";"EXACT";"Scymnus notescens (Blackburn, 1889)";644
"3369";"4989968";"Scymnus ocellatus Sharp, 1885";"EXACT";"Scymnus ocellatus Sharp, 1885";5
"3370";"4989949";"Scymnus quadrivittatus Mulsant, 1850";"EXACT";"Scymnus quadrivittatus Mulsant, 1850";7
"3371";"4989932";"Scymnus suturalis Thunberg, 1795";"EXACT";"Scymnus suturalis Thunberg, 1795";2876
"3372";"4990027";"Scymnus uncinatus Sicard, 1924";"EXACT";"Scymnus uncinatus Sicard, 1924";119
"3373";"1242033";"Scythropus lethierryi Desbr., 1874-75";"EXACT";"Scythropus lethierryi Desbr., 1874-75";363
"3374";"4427489";"Sefrania bleusei Pic, 1899";"EXACT";"Sefrania bleusei Pic, 1899";17
"3375";"5000994";"Semanotus amethystinus (LeConte, 1853)";"EXACT";"Semanotus amethystinus (LeConte, 1853)";222
"3376";"5001007";"Semanotus undatus (Linnaeus, 1758)";"EXACT";"Semanotus undatus (Linnaeus, 1758)";3025
"3377";"7771900";"Semiclivina vespertina (Putzeys, 1867)";"EXACT";"Semiclivina vespertina (Putzeys, 1867)";7
"3378";"4438454";"Sepedophilus littoreus (Linnaeus, 1758)";"EXACT";"Sepedophilus littoreus (Linnaeus, 1758)";2590
"3379";"4438470";"Sepedophilus lusitanicus Hammond, 1973";"EXACT";"Sepedophilus lusitanicus Hammond, 1973";957
"3380";"4438456";"Sepedophilus marshami (Stephens, 1832)";"EXACT";"Sepedophilus marshami (Stephens, 1832)";1770
"3381";"4438484";"Sepedophilus nigripennis (Stephens, 1832)";"EXACT";"Sepedophilus nigripennis (Stephens, 1832)";1333
"3382";"4438475";"Sepedophilus testaceus (Fabricius, 1792)";"EXACT";"Sepedophilus testaceus (Fabricius, 1792)";2718
"3383";"4990226";"Serangium maculigerum Blackburn, 1892";"EXACT";"Serangium maculigerum Blackburn, 1892";155
"3384";"9589746";"Serangium montazerii Fuersch, 1995";"EXACT";"Serangium montazerii Fuersch, 1995";1
"3385";"7602825";"Serangium parcesetosum Sicard, 1929";"EXACT";"Serangium parcesetosum Sicard, 1929";0
"3386";"1044159";"Sericoderus basalis Sharp, 1885";"EXACT";"Sericoderus basalis Sharp, 1885";33
"3387";"6958000";"Sericoderus brevicornis Matthews, 1890";"EXACT";"Sericoderus brevicornis Matthews, 1890";63
"3388";"1044161";"Sericoderus lateralis (Gyllenhal, 1827)";"EXACT";"Sericoderus lateralis (Gyllenhal, 1827)";2695
"3389";"1045469";"Sessinia livida (Fabricius, 1775)";"EXACT";"Sessinia livida (Fabricius, 1775)";5
"3390";"4448400";"Silpha carinata Herbst, 1783";"EXACT";"Silpha carinata Herbst, 1783";1845
"3391";"4449456";"Silpha grossa Linnaeus, 1758";"EXACT";"Silpha grossa Linnaeus, 1758";990
"3392";"4448418";"Silpha laevigata Fabricius, 1775";"EXACT";"Silpha laevigata Fabricius, 1775";796
"3393";"6131357";"Silvanoprus cephalotes (Reitter, 1876)";"EXACT";"Silvanoprus cephalotes (Reitter, 1876)";3
"3394";"1043910";"Silvanoprus scuticollis (Walker, 1859)";"EXACT";"Silvanoprus scuticollis (Walker, 1859)";60
"3395";"1043943";"Silvanus bidentatus (Fabricius, 1792)";"EXACT";"Silvanus bidentatus (Fabricius, 1792)";1144
"3396";"6131348";"Silvanus difficilis Halstead, 1973";"EXACT";"Silvanus difficilis Halstead, 1973";14
"3397";"1043948";"Silvanus lewisi Reitter, 1876";"EXACT";"Silvanus lewisi Reitter, 1876";41
"3398";"1043937";"Silvanus muticus Sharp, 1899";"EXACT";"Silvanus muticus Sharp, 1899";75
"3399";"1043949";"Silvanus planatus Germar, 1824";"EXACT";"Silvanus planatus Germar, 1824";36
"3400";"1043952";"Silvanus proximus Grouvelle, 1904";"EXACT";"Silvanus proximus Grouvelle, 1904";10
"3401";"1043955";"Silvanus recticollis Reitter, 1876";"EXACT";"Silvanus recticollis Reitter, 1876";23
"3402";"1043938";"Silvanus unidentatus (Olivier, 1790)";"EXACT";"Silvanus unidentatus (Olivier, 1790)";1341
"3403";"1162037";"Simodactylus cinnamomeus Boisduval, 1835";"EXACT";"Simodactylus cinnamomeus Boisduval, 1835";38
"3404";"1033746";"Simplocaria semistriata (Fabricius, 1801)";"EXACT";"Simplocaria semistriata (Fabricius, 1801)";1608
"3405";"5879264";"Sinoxylon anale Lesne, 1897";"EXACT";"Sinoxylon anale Lesne, 1897";172
"3406";"4427576";"Sinoxylon ceratoniae (Linnaeus, 1758)";"EXACT";"Sinoxylon ceratoniae (Linnaeus, 1758)";1
"3407";"6005756";"Sinoxylon crassum Lesne, 1897";"EXACT";"Sinoxylon crassum Lesne, 1897";2
"3408";"6005787";"Sinoxylon muricatum (Linnaeus, 1767)";"EXACT";"Sinoxylon muricatum (Linnaeus, 1767)";78
"3409";"4427572";"Sinoxylon perforans (Schrank, 1789)";"EXACT";"Sinoxylon perforans (Schrank, 1789)";93
"3410";"5879265";"Sinoxylon senegalense Karsch, 1881";"EXACT";"Sinoxylon senegalense Karsch, 1881";23
"3411";"6005764";"Sinoxylon unidentatum (Fabricius, 1801)";"EXACT";"Sinoxylon unidentatum (Fabricius, 1801)";93
"3412";"4291666";"Sipalinus gigas (Fabricius & J.C., 1775)";"EXACT";"Sipalinus gigas (Fabricius & J.C., 1775)";1818
"3413";"7728151";"Sisyphus spinipes Thunberg, 1818";"EXACT";"Sisyphus spinipes Thunberg, 1818";49
"3414";"1181268";"Sitona cylindricollis Fahraeus, 1840";"EXACT";"Sitona cylindricollis Fahraeus, 1840";1261
"3415";"1181234";"Sitona discoideus Gyllenhal, 1834";"EXACT";"Sitona discoideus Gyllenhal, 1834";1016
"3416";"1181241";"Sitona hispidulus (Fabricius, 1777)";"EXACT";"Sitona hispidulus (Fabricius, 1777)";4244
"3417";"1181282";"Sitona lineatus (Linnaeus, 1758)";"EXACT";"Sitona lineatus (Linnaeus, 1758)";10837
"3418";"1181209";"Sitona lineellus (Bonsdorff, 1785)";"EXACT";"Sitona lineellus (Bonsdorff, 1785)";2053
"3419";"1181454";"Sitona obsoletus (Gmelin, 1790)";"EXACT";"Sitona obsoletus (Gmelin, 1790)";4447
"3420";"4455257";"Sitophagus hololeptoides (Laporte de Castelnau, 1840)";"EXACT";"Sitophagus hololeptoides (Laporte de Castelnau, 1840)";47
"3421";"1170174";"Sitophilus granarius (C.Linnaeus, 1758)";"EXACT";"Sitophilus granarius (C.Linnaeus, 1758)";985
"3422";"1170200";"Sitophilus linearis (Herbst & J.F.W., 1797)";"EXACT";"Sitophilus linearis (Herbst & J.F.W., 1797)";506
"3423";"8383943";"Sitophilus oryzae Schoenherr, 1838";"EXACT";"Sitophilus oryzae Schoenherr, 1838";2797
"3424";"4291553";"Sitophilus zeamais Motschulsky, 1855";"EXACT";"Sitophilus zeamais Motschulsky, 1855";1858
"3425";"1034668";"Somotrichus unifasciatus (Dejean, 1831)";"EXACT";"Somotrichus unifasciatus (Dejean, 1831)";69
"3426";"6949273";"Specularius impressithorax (Pic, 1932)";"EXACT";"Specularius impressithorax (Pic, 1932)";1
"3427";"1095763";"Sphaericus gibboides Boieldieu, 1854";"EXACT";"Sphaericus gibboides Boieldieu, 1854";26
"3428";"1034330";"Sphaeridium bipustulatum Fabricius, 1781";"EXACT";"Sphaeridium bipustulatum Fabricius, 1781";2194
"3429";"1034332";"Sphaeridium lunatum Fabricius, 1792";"EXACT";"Sphaeridium lunatum Fabricius, 1792";2370
"3430";"1034329";"Sphaeridium scarabaeoides (Linnaeus, 1758)";"EXACT";"Sphaeridium scarabaeoides (Linnaeus, 1758)";3315
"3431";"1169710";"Sphenophorus venatus venatus";"EXACT";"Sphenophorus venatus venatus";336
"3432";"1169710";"Sphenophorus venatus vestitus Chittenden, 1904";"EXACT";"Sphenophorus venatus vestitus Chittenden, 1904";336
"3433";"5744808";"Sphenoptera jugoslavica Obenberger, 1926";"EXACT";"Sphenoptera jugoslavica Obenberger, 1926";19
"3434";"5755291";"Sphodrus leucophthalmus (Linnaeus, 1758)";"EXACT";"Sphodrus leucophthalmus (Linnaeus, 1758)";151
"3435";"4437438";"Staphylinus caesareus Cederhjelm, 1798";"EXACT";"Staphylinus caesareus Cederhjelm, 1798";1419
"3436";"4437406";"Staphylinus erythropterus Linnaeus, 1758";"EXACT";"Staphylinus erythropterus Linnaeus, 1758";2662
"3437";"8401818";"Staphylinus ornaticauda LeConte & J.L., 1863";"EXACT";"Staphylinus ornaticauda LeConte & J.L., 1863";3
"3438";"1048487";"Stator limbatus (Horn, 1873)";"EXACT";"Stator limbatus (Horn, 1873)";226
"3439";"1048485";"Stator pruininus (Horn, 1873)";"EXACT";"Stator pruininus (Horn, 1873)";235
"3440";"1095652";"Stegobium paniceum (Linnaeus, 1758)";"EXACT";"Stegobium paniceum (Linnaeus, 1758)";4018
"3441";"8409726";"Stelidota chontalensis Sharp, 1889";"EXACT";"Stelidota chontalensis Sharp, 1889";0
"3442";"1043978";"Stelidota geminata (Say, 1825)";"EXACT";"Stelidota geminata (Say, 1825)";1840
"3443";"4988690";"Stenolophus quinquepustulatus (Wiedemann, 1823)";"EXACT";"Stenolophus quinquepustulatus (Wiedemann, 1823)";341
"3444";"4463334";"Stenopterapion scutellare (Kirby, 1811)";"EXACT";"Stenopterapion scutellare (Kirby, 1811)";166
"3445";"1040542";"Stenus alpicola Fauvel, 1873";"EXACT";"Stenus alpicola Fauvel, 1873";50
"3446";"1040606";"Stenus argus Gravenhorst, 1806";"EXACT";"Stenus argus Gravenhorst, 1806";1250
"3447";"1040505";"Stenus biguttatus (Linnaeus, 1758)";"EXACT";"Stenus biguttatus (Linnaeus, 1758)";1112
"3448";"4438015";"Stenus bilineatus J.Sahlberg, 1871";"EXACT";"Stenus bilineatus J.Sahlberg, 1871";111
"3449";"1040469";"Stenus canaliculatus Gyllenhal, 1827";"EXACT";"Stenus canaliculatus Gyllenhal, 1827";1132
"3450";"1040484";"Stenus capucinus Boheman, 1858";"EXACT";"Stenus capucinus Boheman, 1858";4
"3451";"1040526";"Stenus juno (Paykull, 1789)";"EXACT";"Stenus juno (Paykull, 1789)";5950
"3452";"1040466";"Stenus morio Gravenhorst, 1806";"EXACT";"Stenus morio Gravenhorst, 1806";320
"3453";"1040460";"Stenus nanus Stephens, 1833";"EXACT";"Stenus nanus Stephens, 1833";905
"3454";"4438028";"Stenus niveus Fauvel, 1865";"EXACT";"Stenus niveus Fauvel, 1865";421
"3455";"4438076";"Stenus pubescens Stephens, 1833";"EXACT";"Stenus pubescens Stephens, 1833";596
"3456";"1040445";"Stenus pumilio Erichson, 1839";"EXACT";"Stenus pumilio Erichson, 1839";169
"3457";"1040429";"Stenus tarsalis Ljungh, 1810";"EXACT";"Stenus tarsalis Ljungh, 1810";1413
"3458";"4427606";"Stephanopachys quadricollis (Fairmaire, 1878)";"EXACT";"Stephanopachys quadricollis (Fairmaire, 1878)";57
"3459";"4451171";"Stephostethus lardarius (DeGeer, 1775)";"EXACT";"Stephostethus lardarius (DeGeer, 1775)";2003
"3460";"8258272";"Stereodermus exilis Suffrian, 1870";"EXACT";"Stereodermus exilis Suffrian, 1870";17
"3461";"4292415";"Sternochetus mangiferae (Fabricius & J.C., 1775)";"EXACT";"Sternochetus mangiferae (Fabricius & J.C., 1775)";147
"3462";"10349132";"Sternochetus olivieri";"EXACT";"Sternochetus olivieri";2
"3463";"1043615";"Stethorus nigripes Kapur, 1948";"EXACT";"Stethorus nigripes Kapur, 1948";6
"3464";"1043616";"Stethorus punctillum (Weise, 1891)";"EXACT";"Stethorus punctillum (Weise, 1891)";1003
"3465";"1043609";"Stethorus punctum picipes Casey, 1899";"EXACT";"Stethorus punctum picipes Casey, 1899";358
"3466";"1043618";"Stethorus siphonulus Kapur, 1948";"EXACT";"Stethorus siphonulus Kapur, 1948";36
"3467";"1043339";"Sticholotis ruficeps Weise, 1902";"EXACT";"Sticholotis ruficeps Weise, 1902";46
"3468";"1153600";"Stictoleptura dichroa (Blanchard, 1871)";"EXACT";"Stictoleptura dichroa (Blanchard, 1871)";114
"3469";"6970783";"Stilbus apicialis (Melsheimer, 1844)";"EXACT";"Stilbus apicialis (Melsheimer, 1844)";440
"3470";"1155177";"Stizocera spinicornis (Fairmaire, 1864)";"EXACT";"Stizocera spinicornis (Fairmaire, 1864)";54
"3471";"6272357";"Stolas suturalis (Fabricius, 1777)";"EXACT";"Stolas suturalis (Fabricius, 1777)";486
"3472";"4473297";"Stomis pumicatus (Panzer, 1796)";"EXACT";"Stomis pumicatus (Panzer, 1796)";4557
"3473";"1224738";"Stomodes gyrosicollis Boheman, 1842";"EXACT";"Stomodes gyrosicollis Boheman, 1842";23
"3474";"4995813";"Strategus ajax (Olivier, 1789)";"EXACT";"Strategus ajax (Olivier, 1789)";5
"3475";"4995788";"Strategus aloeus (Linnaeus, 1758)";"EXACT";"Strategus aloeus (Linnaeus, 1758)";2059
"3476";"6997654";"Stricticollis tobias De Marseul, 1879";"EXACT";"Stricticollis tobias De Marseul, 1879";241
"3477";"1047039";"Stricticomus tobias (Marseul, 1879)";"EXACT";"Stricticomus tobias (Marseul, 1879)";141
"3478";"7467841";"Stromatium auratum (Böber, 1793)";"EXACT";"Stromatium auratum (Böber, 1793)";151
"3479";"1098585";"Stromatium barbatum (Fabricius, 1775)";"EXACT";"Stromatium barbatum (Fabricius, 1775)";67
"3480";"1098597";"Stromatium longicorne (Newman, 1842)";"EXACT";"Stromatium longicorne (Newman, 1842)";105
"3481";"7345911";"Strongylium cultellatum";"EXACT";"Strongylium cultellatum";47
"3482";"5752979";"Strophosoma melanogrammum (Forster, 1771)";"EXACT";"Strophosoma melanogrammum (Forster, 1771)";8818
"3483";"1194026";"Styphlus unguiculare Aubé & C.N., 1850";"EXACT";"Styphlus unguiculare Aubé & C.N., 1850";228
"3484";"1043318";"Subcoccinella vigintiquatuorpunctata (Linnaeus, 1758)";"EXACT";"Subcoccinella vigintiquatuorpunctata (Linnaeus, 1758)";12955
"3485";"9984499";"Sunius celebensis (Sharp, 1908)";"EXACT";"Sunius celebensis (Sharp, 1908)";1
"3486";"4439607";"Sunius melanocephalus (Fabricius, 1792)";"EXACT";"Sunius melanocephalus (Fabricius, 1792)";438
"3487";"4439567";"Sunius propinquus (Brisout de Barneville, 1867)";"EXACT";"Sunius propinquus (Brisout de Barneville, 1867)";1296
"3488";"1042697";"Symbiotes gibberosus (Lucas, 1849)";"EXACT";"Symbiotes gibberosus (Lucas, 1849)";351
"3489";"9368459";"Syndesus cornutus (Fabricius, 1801)";"EXACT";"Syndesus cornutus (Fabricius, 1801)";702
"3490";"1043642";"Synonycha grandis (Thunberg, 1781)";"EXACT";"Synonycha grandis (Thunberg, 1781)";195
"3491";"1049271";"Systena blanda Melsheimer, 1847";"EXACT";"Systena blanda Melsheimer, 1847";173
"3492";"5746296";"Tachinus basalis Erichson, 1839";"EXACT";"Tachinus basalis Erichson, 1839";732
"3493";"8287444";"Tachinus brevipennis J.Sahlberg, 1880";"EXACT";"Tachinus brevipennis J.Sahlberg, 1880";6
"3494";"5746298";"Tachinus corticinus Gravenhorst, 1802";"EXACT";"Tachinus corticinus Gravenhorst, 1802";1419
"3495";"5746300";"Tachinus elongatus Gyllenhal, 1810";"EXACT";"Tachinus elongatus Gyllenhal, 1810";1906
"3496";"5746312";"Tachinus instabilis Mäklin, 1853";"EXACT";"Tachinus instabilis Mäklin, 1853";64
"3497";"7204257";"Tachinus rufipes (Linnaeus, 1758)";"EXACT";"Tachinus rufipes (Linnaeus, 1758)";6686
"3498";"5746299";"Tachinus sibiricus Sharp, 1888";"EXACT";"Tachinus sibiricus Sharp, 1888";226
"3499";"5746310";"Tachinus subterraneus (Linnaeus, 1758)";"EXACT";"Tachinus subterraneus (Linnaeus, 1758)";1178
"3500";"4438609";"Tachyporus abdominalis (Fabricius, 1782)";"EXACT";"Tachyporus abdominalis (Fabricius, 1782)";611
"3501";"4438600";"Tachyporus chrysomelinus (Linnaeus, 1758)";"EXACT";"Tachyporus chrysomelinus (Linnaeus, 1758)";5453
"3502";"4438581";"Tachyporus dispar (Paykull, 1789)";"EXACT";"Tachyporus dispar (Paykull, 1789)";2627
"3503";"4438603";"Tachyporus nitidulus (Fabricius, 1781)";"EXACT";"Tachyporus nitidulus (Fabricius, 1781)";5583
"3504";"4438598";"Tachyporus transversalis Gravenhorst, 1806";"EXACT";"Tachyporus transversalis Gravenhorst, 1806";836
"3505";"1037692";"Tachys atomus Blackburn, 1878";"EXACT";"Tachys atomus Blackburn, 1878";0
"3506";"8086835";"Tachys crypticola (Britton, 1960)";"EXACT";"Tachys crypticola (Britton, 1960)";7
"3507";"1035556";"Tachyta nana (Gyllenhal, 1810)";"EXACT";"Tachyta nana (Gyllenhal, 1810)";2174
"3508";"1035556";"Tachyta nana nana";"EXACT";"Tachyta nana nana";2174
"3509";"1110604";"Taeniotes cayennensis Thomson, 1859";"EXACT";"Taeniotes cayennensis Thomson, 1859";760
"3510";"4990350";"Tagalus fordi Kulzer, 1957";"EXACT";"Tagalus fordi Kulzer, 1957";15
"3511";"4469707";"Tanysphyrus ater Blatchley, 1928";"EXACT";"Tanysphyrus ater Blatchley, 1928";78
"3512";"1247820";"Tanysphyrus lemnae (Paykull & G.de, 1792)";"EXACT";"Tanysphyrus lemnae (Paykull & G.de, 1792)";2076
"3513";"1161907";"Tarsostenus univittatus (Rossi, 1792)";"EXACT";"Tarsostenus univittatus (Rossi, 1792)";152
"3514";"4437496";"Tasgius globulifer (Geoffroy, 1785)";"EXACT";"Tasgius globulifer (Geoffroy, 1785)";398
"3515";"4437532";"Tasgius melanarius (Heer, 1839)";"EXACT";"Tasgius melanarius (Heer, 1839)";1460
"3516";"4437523";"Tasgius winkleri (Bernhauer, 1906)";"EXACT";"Tasgius winkleri (Bernhauer, 1906)";378
"3517";"1036725";"Tefflus zanzibaricus alluaudi Sternberg, 1909";"EXACT";"Tefflus zanzibaricus alluaudi Sternberg, 1909";6
"3518";"1043198";"Telsimia nitida Chapin, 1926";"EXACT";"Telsimia nitida Chapin, 1926";14
"3519";"4995337";"Temnorhynchus retusus (Fabricius, 1781)";"EXACT";"Temnorhynchus retusus (Fabricius, 1781)";69
"3520";"1045843";"Tenebrio molitor Linnaeus, 1758";"EXACT";"Tenebrio molitor Linnaeus, 1758";4177
"3521";"1045842";"Tenebrio obscurus Fabricius, 1792";"EXACT";"Tenebrio obscurus Fabricius, 1792";984
"3522";"6132337";"Tenebrioides mauritanicus Linne, 1758";"EXACT";"Tenebrioides mauritanicus Linne, 1758";29
"3523";"4449467";"Tenebroides maroccanus Reitter, 1884";"EXACT";"Tenebroides maroccanus Reitter, 1884";53
"3524";"1161887";"Tenebroides mauritanicus (Linnaeus)";"EXACT";"Tenebroides mauritanicus (Linnaeus)";660
"3525";"1096108";"Tenomerga mucida (Chevrolat, 1844)";"EXACT";"Tenomerga mucida (Chevrolat, 1844)";84
"3526";"4440220";"Teropalpus unicolor (Sharp, 1900)";"EXACT";"Teropalpus unicolor (Sharp, 1900)";21
"3527";"1066824";"Tesarius caelatus (LeConte, 1857)";"EXACT";"Tesarius caelatus (LeConte, 1857)";34
"3528";"1066826";"Tesarius mcclayi (Cartwright, 1955)";"EXACT";"Tesarius mcclayi (Cartwright, 1955)";13
"3529";"5001632";"Tessaromma undatum Newman, 1840";"EXACT";"Tessaromma undatum Newman, 1840";310
"3530";"7426710";"Tetragonoderus laevigatus Chaudoir, 1876";"EXACT";"Tetragonoderus laevigatus Chaudoir, 1876";45
"3531";"5878216";"Tetratoma fungorum Fabricius, 1790";"EXACT";"Tetratoma fungorum Fabricius, 1790";1384
"3532";"1122893";"Tetropium castaneum (Linnaeus, 1758)";"EXACT";"Tetropium castaneum (Linnaeus, 1758)";5878
"3533";"1122917";"Tetropium fuscum (Fabricius, 1787)";"EXACT";"Tetropium fuscum (Fabricius, 1787)";2081
"3534";"1122938";"Tetropium gabrieli Weise, 1905";"EXACT";"Tetropium gabrieli Weise, 1905";903
"3535";"1122946";"Tetropium gracilicorne Reitter, 1889";"EXACT";"Tetropium gracilicorne Reitter, 1889";4
"3536";"8705902";"Tetrops praeustus (Linnaeus, 1758)";"EXACT";"Tetrops praeustus (Linnaeus, 1758)";5826
"3537";"1069044";"Teuchestes fossor (Linnaeus, 1758)";"EXACT";"Teuchestes fossor (Linnaeus, 1758)";7225
"3538";"4449499";"Thaneroclerus buquet (Lefebvre, 1835)";"EXACT";"Thaneroclerus buquet (Lefebvre, 1835)";20
"3539";"6097410";"Thecturota marchii (Dodero, 1922)";"EXACT";"Thecturota marchii (Dodero, 1922)";66
"3540";"1045411";"Thelyphassa apicata (Fairmaire, 1881)";"EXACT";"Thelyphassa apicata (Fairmaire, 1881)";24
"3541";"10275203";"Theoborus ricini Eggers, 1932";"EXACT";"Theoborus ricini Eggers, 1932";0
"3542";"4451114";"Thes bergrothi (Reitter, 1880)";"EXACT";"Thes bergrothi (Reitter, 1880)";227
"3543";"1095910";"Thorictodes heydeni Reitter, 1875";"EXACT";"Thorictodes heydeni Reitter, 1875";17
"3544";"1095808";"Thylodrias contractus Motschulsky, 1839";"EXACT";"Thylodrias contractus Motschulsky, 1839";263
"3545";"1041872";"Thyreocephalus albertisi (Fauvel, 1877)";"EXACT";"Thyreocephalus albertisi (Fauvel, 1877)";30
"3546";"9848468";"Thyreocephalus chloropterus (Erichson, 1839)";"EXACT";"Thyreocephalus chloropterus (Erichson, 1839)";40
"3547";"9938698";"Thyreocephalus orthodoxus (Olliff, 1887)";"EXACT";"Thyreocephalus orthodoxus (Olliff, 1887)";32
"3548";"1201622";"Thysanocnemis bischoffi Blatchley & Leng, 1916";"EXACT";"Thysanocnemis bischoffi Blatchley & Leng, 1916";84
"3549";"4448867";"Tilloidea notata (Klug, 1842)";"EXACT";"Tilloidea notata (Klug, 1842)";66
"3550";"1095803";"Tipnus unicolor (Piller & Mitterpacher, 1783)";"EXACT";"Tipnus unicolor (Piller & Mitterpacher, 1783)";710
"3551";"1211219";"Tomicus amitinus Eichhoff, 1872d";"EXACT";"Tomicus amitinus Eichhoff, 1872d";1834
"3552";"7816630";"Tomicus destruens Wollaston, 1865";"EXACT";"Tomicus destruens Wollaston, 1865";348
"3553";"1211201";"Tomicus materiarius Fitch, 1858";"EXACT";"Tomicus materiarius Fitch, 1858";870
"3554";"1211261";"Tomicus perforans Wollaston, 1857";"EXACT";"Tomicus perforans Wollaston, 1857";194
"3555";"1211257";"Tomicus piniperda (C.Linnaeus, 1758)";"EXACT";"Tomicus piniperda (C.Linnaeus, 1758)";5818
"3556";"4290758";"Toxonotus cornutus (Say, 1831)";"EXACT";"Toxonotus cornutus (Say, 1831)";304
"3557";"5017468";"Trachodes hispidus (C.Linnaeus, 1758)";"EXACT";"Trachodes hispidus (C.Linnaeus, 1758)";1180
"3558";"1048549";"Trachymela sloanei (Blackburn, 1896)";"EXACT";"Trachymela sloanei (Blackburn, 1896)";667
"3559";"6969679";"Trachypachus zetterstedtii (Gyllenhal, 1827)";"EXACT";"Trachypachus zetterstedtii (Gyllenhal, 1827)";48
"3560";"4292054";"Trachyphloeosoma advena Zimmerman, 1956";"EXACT";"Trachyphloeosoma advena Zimmerman, 1956";64
"3561";"9465292";"Trachypteris picta (Pallas, 1773)";"EXACT";"Trachypteris picta (Pallas, 1773)";221
"3562";"5878482";"Trachys minutus (Linnaeus, 1758)";"EXACT";"Trachys minutus (Linnaeus, 1758)";5183
"3563";"6003772";"Trachys troglodytiformis Obenberger, 1918";"EXACT";"Trachys troglodytiformis Obenberger, 1918";249
"3564";"4455120";"Trachyscelis aphodioides Latreille, 1809";"EXACT";"Trachyscelis aphodioides Latreille, 1809";425
"3565";"4476715";"Trechus cuniculorum Mequignon, 1921";"EXACT";"Trechus cuniculorum Mequignon, 1921";17
"3566";"1037319";"Trechus obtusus Erichson, 1837";"EXACT";"Trechus obtusus Erichson, 1837";5940
"3567";"4476667";"Trechus quadristriatus (Schrank, 1781)";"EXACT";"Trechus quadristriatus (Schrank, 1781)";11810
"3568";"1037293";"Trechus rubens (Fabricius, 1792)";"EXACT";"Trechus rubens (Fabricius, 1792)";1493
"3569";"4476584";"Trechus subnotatus Dejean, 1831";"EXACT";"Trechus subnotatus Dejean, 1831";55
"3570";"4990338";"Tribolium castaneum (Herbst, 1797)";"EXACT";"Tribolium castaneum (Herbst, 1797)";2732
"3571";"4990339";"Tribolium confusum Jaquelin Du Val, 1868";"EXACT";"Tribolium confusum Jaquelin Du Val, 1868";1317
"3572";"5878296";"Tribolium destructor Uyttenboogaart, 1934";"EXACT";"Tribolium destructor Uyttenboogaart, 1934";393
"3573";"9993026";"Tribolium freemani";"EXACT";"Tribolium freemani";14
"3574";"8345727";"Tribolium madens (Charpentier, 1825)";"EXACT";"Tribolium madens (Charpentier, 1825)";50
"3575";"1085188";"Trichius fasciatus (Linnaeus, 1758)";"EXACT";"Trichius fasciatus (Linnaeus, 1758)";20247
"3576";"1085281";"Trichius gallicus Dejean, 1821";"EXACT";"Trichius gallicus Dejean, 1821";2665
"3577";"6097647";"Trichiusa immigrata Lohse, 1984";"EXACT";"Trichiusa immigrata Lohse, 1984";309
"3578";"1151427";"Trichoferus campestris (Faldermann, 1835)";"EXACT";"Trichoferus campestris (Faldermann, 1835)";430
"3579";"1151435";"Trichoferus griseus (Fabricius, 1793)";"EXACT";"Trichoferus griseus (Fabricius, 1793)";1322
"3580";"1151446";"Trichoferus holosericeus (Rossi, 1790)";"EXACT";"Trichoferus holosericeus (Rossi, 1790)";285
"3581";"1039457";"Trichonyx sulcicollis (Reichenbach, 1816)";"EXACT";"Trichonyx sulcicollis (Reichenbach, 1816)";224
"3582";"4440687";"Trichophya pilicornis (Gyllenhal, 1810)";"EXACT";"Trichophya pilicornis (Gyllenhal, 1810)";1030
"3583";"1095392";"Tricorynus herbarius (Gorham, 1883)";"EXACT";"Tricorynus herbarius (Gorham, 1883)";33
